,Date,Sunspots,Groups,Wolf
1806,1872-11-07,14,1,24
1807,1872-11-08,7,1,17
1808,1872-11-09,1,1,11
1809,1872-11-11,3,1,13
1810,1872-11-12,2,1,12
1811,1872-11-15,10,1,20
1812,1872-11-16,5,1,15
1813,1872-11-17,6,1,16
1814,1872-11-19,1,1,11
1815,1872-11-20,8,1,18
1816,1872-11-21,10,1,20
1817,1872-11-23,3,1,13
1818,1872-11-24,2,1,12
1819,1872-11-25,1,1,11
1820,1872-11-26,5,1,15
1821,1872-11-30,3,2,23
1822,1872-12-02,1,1,11
1823,1872-12-04,7,2,27
1824,1872-12-05,1,1,11
1825,1872-12-08,6,1,16
1826,1872-12-10,1,1,11
1827,1872-12-11,2,1,12
1828,1872-12-12,1,1,11
1829,1872-12-15,4,1,14
1830,1872-12-16,1,1,11
1831,1872-12-18,1,1,11
1832,1872-12-20,7,1,17
1833,1872-12-21,2,1,12
1834,1872-12-23,1,1,11
1835,1872-12-27,1,1,11
1836,1872-12-29,3,1,13
1837,1872-12-31,7,2,27
1838,1873-01-02,7,2,27
1839,1873-01-05,2,1,12
1840,1873-01-07,2,1,12
1841,1873-01-08,1,1,11
1842,1873-01-10,1,1,11
1843,1873-01-12,1,1,11
1844,1873-01-14,1,1,11
1845,1873-01-15,7,2,27
1846,1873-01-16,3,2,23
1847,1873-01-19,7,1,17
1848,1873-01-22,5,2,25
1849,1873-01-26,8,2,28
1850,1873-01-27,2,2,22
1851,1873-01-29,6,1,16
1852,1873-01-30,1,1,11
1853,1873-02-01,5,1,15
1854,1873-02-04,5,1,15
1855,1873-02-05,1,1,11
1856,1873-02-06,3,1,13
1857,1873-02-09,5,2,25
1858,1873-02-13,7,1,17
1859,1873-02-15,1,1,11
1860,1873-02-16,5,1,15
1861,1873-02-18,11,1,21
1862,1873-02-20,2,1,12
1863,1873-02-21,4,1,14
1864,1873-02-23,7,2,27
1865,1873-02-25,3,1,13
1866,1873-02-26,2,1,12
1867,1873-02-27,11,2,31
1868,1873-03-01,19,2,39
1869,1873-03-03,5,2,25
1870,1873-03-05,1,1,11
1871,1873-03-06,7,3,37
1872,1873-03-07,2,1,12
1873,1873-03-08,3,1,13
1874,1873-03-09,4,1,14
1875,1873-03-10,8,2,28
1876,1873-03-11,3,1,13
1877,1873-03-12,1,1,11
1878,1873-03-14,1,1,11
1879,1873-03-15,1,1,11
1880,1873-03-16,8,1,18
1881,1873-03-17,1,1,11
1882,1873-03-19,6,2,26
1883,1873-03-22,5,1,15
1884,1873-03-24,6,1,16
1885,1873-03-25,14,2,34
1886,1873-03-26,4,1,14
1887,1873-03-27,3,1,13
1888,1873-03-29,1,1,11
1889,1873-03-30,1,1,11
1890,1873-03-31,10,2,30
1891,1873-04-01,7,1,17
1892,1873-04-02,1,1,11
1893,1873-04-03,3,1,13
1894,1873-04-04,8,1,18
1895,1873-04-06,1,1,11
1896,1873-04-07,5,2,25
1897,1873-04-10,4,1,14
1898,1873-04-12,8,3,38
1899,1873-04-14,13,1,23
1900,1873-04-15,1,1,11
1901,1873-04-16,1,1,11
1902,1873-04-18,1,1,11
1903,1873-04-23,1,1,11
1904,1873-04-25,1,1,11
1905,1873-04-26,4,1,14
1906,1873-04-27,3,2,23
1907,1873-04-28,5,1,15
1908,1873-04-29,2,1,12
1909,1873-05-01,6,1,16
1910,1873-05-03,3,1,13
1911,1873-05-05,1,1,11
1912,1873-05-09,1,1,11
1913,1873-05-10,4,1,14
1914,1873-05-11,4,1,14
1915,1873-05-17,1,1,11
1916,1873-05-19,3,1,13
1917,1873-05-23,2,1,12
1918,1873-05-25,7,1,17
1919,1873-05-28,1,1,11
1920,1873-05-29,13,2,33
1921,1873-05-30,1,1,11
1922,1873-06-01,1,1,11
1923,1873-06-03,4,1,14
1924,1873-06-04,2,2,22
1925,1873-06-05,8,1,18
1926,1873-06-18,1,1,11
1927,1873-06-19,1,1,11
1928,1873-06-24,1,1,11
1929,1873-06-25,2,1,12
1930,1873-06-28,2,1,12
1931,1873-06-29,1,1,11
1932,1873-07-01,7,2,27
1933,1873-07-02,10,1,20
1934,1873-07-05,5,1,15
1935,1873-07-06,8,1,18
1936,1873-07-12,1,1,11
1937,1873-07-14,7,2,27
1938,1873-07-15,1,1,11
1939,1873-07-22,5,1,15
1940,1873-07-25,7,1,17
1941,1873-07-27,7,1,17
1942,1873-07-28,3,3,33
1943,1873-08-02,9,2,29
1944,1873-08-03,4,1,14
1945,1873-08-05,1,1,11
1946,1873-08-06,2,1,12
1947,1873-08-07,1,1,11
1948,1873-08-10,1,1,11
1949,1873-08-14,7,1,17
1950,1873-08-18,1,1,11
1951,1873-08-19,2,1,12
1952,1873-08-21,1,1,11
1953,1873-08-22,3,1,13
1954,1873-08-23,2,1,12
1955,1873-08-25,9,1,19
1956,1873-08-26,3,1,13
1957,1873-08-27,14,2,34
1958,1873-08-29,2,1,12
1959,1873-08-30,9,2,29
1960,1873-08-31,9,1,19
1961,1873-09-02,1,1,11
1962,1873-09-05,3,1,13
1963,1873-09-09,4,2,24
1964,1873-09-13,5,1,15
1965,1873-09-15,2,1,12
1966,1873-09-17,8,2,28
1967,1873-09-18,5,1,15
1968,1873-09-22,7,2,27
1969,1873-09-23,6,1,16
1970,1873-09-24,1,1,11
1971,1873-09-25,8,1,18
1972,1873-09-29,1,1,11
1973,1873-10-02,9,1,19
1974,1873-10-05,4,1,14
1975,1873-10-07,3,1,13
1976,1873-10-12,3,2,23
1977,1873-10-14,3,1,13
1978,1873-10-16,2,1,12
1979,1873-10-17,7,2,27
1980,1873-10-22,8,2,28
1981,1873-10-24,6,1,16
1982,1873-10-25,2,1,12
1983,1873-10-28,2,1,12
1984,1873-11-02,3,1,13
1985,1873-11-03,1,1,11
1986,1873-11-04,1,1,11
1987,1873-11-06,6,1,16
1988,1873-11-08,9,1,19
1989,1873-11-09,9,2,29
1990,1873-11-12,4,2,24
1991,1873-11-14,1,1,11
1992,1873-11-18,11,1,21
1993,1873-11-19,1,1,11
1994,1873-11-20,8,1,18
1995,1873-11-23,3,1,13
1996,1873-11-29,2,1,12
1997,1873-12-03,1,1,11
1998,1873-12-07,1,1,11
1999,1873-12-09,2,1,12
2000,1873-12-12,3,1,13
2001,1873-12-13,9,1,19
2002,1873-12-21,2,1,12
2003,1873-12-24,10,1,20
2004,1873-12-26,3,1,13
2005,1873-12-27,1,1,11
2006,1873-12-30,4,2,24
2007,1874-01-03,1,1,11
2008,1874-01-04,5,1,15
2009,1874-01-05,3,1,13
2010,1874-01-07,3,1,13
2011,1874-01-08,1,1,11
2012,1874-01-11,8,1,18
2013,1874-01-14,7,1,17
2014,1874-01-20,5,2,25
2015,1874-01-21,7,1,17
2016,1874-01-27,5,2,25
2017,1874-01-28,3,1,13
2018,1874-01-29,13,1,23
2019,1874-01-30,3,1,13
2020,1874-01-31,6,2,26
2021,1874-02-02,5,1,15
2022,1874-02-04,1,1,11
2023,1874-02-07,2,1,12
2024,1874-02-08,6,1,16
2025,1874-02-09,6,1,16
2026,1874-02-10,2,1,12
2027,1874-02-11,6,1,16
2028,1874-02-15,8,1,18
2029,1874-02-18,4,1,14
2030,1874-02-22,2,1,12
2031,1874-02-24,1,1,11
2032,1874-02-25,1,1,11
2033,1874-02-27,1,1,11
2034,1874-03-01,1,1,11
2035,1874-03-02,9,2,29
2036,1874-03-03,3,1,13
2037,1874-03-04,1,1,11
2038,1874-03-05,3,1,13
2039,1874-03-09,5,1,15
2040,1874-03-14,3,1,13
2041,1874-03-16,13,1,23
2042,1874-03-22,3,1,13
2043,1874-03-23,5,1,15
2044,1874-03-25,2,1,12
2045,1874-03-27,1,1,11
2046,1874-03-29,1,1,11
2047,1874-04-01,1,1,11
2048,1874-04-03,1,1,11
2049,1874-04-05,3,1,13
2050,1874-04-08,3,1,13
2051,1874-04-11,4,1,14
2052,1874-04-15,4,1,14
2053,1874-04-18,1,1,11
2054,1874-04-26,1,1,11
2055,1874-04-29,1,1,11
2056,1874-05-02,1,1,11
2057,1874-05-04,3,1,13
2058,1874-05-05,6,1,16
2059,1874-05-06,1,1,11
2060,1874-05-11,5,1,15
2061,1874-05-12,13,1,23
2062,1874-05-17,6,1,16
2063,1874-05-21,4,2,24
2064,1874-05-22,1,1,11
2065,1874-05-24,1,1,11
2066,1874-05-31,3,1,13
2067,1874-06-03,3,1,13
2068,1874-06-04,5,1,15
2069,1874-06-06,3,1,13
2070,1874-06-11,13,2,33
2071,1874-06-14,3,1,13
2072,1874-06-18,1,1,11
2073,1874-06-20,7,1,17
2074,1874-06-25,1,1,11
2075,1874-06-28,9,1,19
2076,1874-06-30,2,1,12
2077,1874-07-01,2,1,12
2078,1874-07-04,4,1,14
2079,1874-07-07,19,3,49
2080,1874-07-10,1,1,11
2081,1874-07-14,9,1,19
2082,1874-07-17,3,1,13
2083,1874-07-19,14,1,24
2084,1874-07-20,1,1,11
2085,1874-07-29,3,1,13
2086,1874-08-02,12,2,32
2087,1874-08-05,1,1,11
2088,1874-08-06,27,2,47
2089,1874-08-07,1,1,11
2090,1874-08-09,1,1,11
2091,1874-08-14,2,1,12
2092,1874-08-16,11,1,21
2093,1874-08-21,10,2,30
2094,1874-08-24,1,1,11
2095,1874-08-25,1,1,11
2096,1874-08-30,6,2,26
2097,1874-09-05,1,1,11
2098,1874-09-07,1,1,11
2099,1874-09-09,6,1,16
2100,1874-09-10,1,1,11
2101,1874-09-19,4,1,14
2102,1874-09-20,1,1,11
2103,1874-09-24,11,2,31
2104,1874-09-26,1,1,11
2105,1874-10-01,1,1,11
2106,1874-10-03,3,1,13
2107,1874-10-04,11,2,31
2108,1874-10-06,4,1,14
2109,1874-10-07,3,1,13
2110,1874-10-09,2,1,12
2111,1874-10-16,2,1,12
2112,1874-10-18,5,1,15
2113,1874-10-20,4,1,14
2114,1874-10-21,1,1,11
2115,1874-10-22,1,1,11
2116,1874-10-23,1,1,11
2117,1874-10-26,1,1,11
2118,1874-11-01,1,1,11
2119,1874-11-06,7,1,17
2120,1874-11-12,2,1,12
2121,1874-11-16,4,1,14
2122,1874-11-17,4,1,14
2123,1874-11-26,1,1,11
2124,1874-11-27,1,1,11
2125,1874-11-30,1,1,11
2126,1874-12-05,3,1,13
2127,1874-12-06,5,1,15
2128,1874-12-07,4,1,14
2129,1874-12-10,3,1,13
2130,1874-12-14,2,1,12
2131,1874-12-15,5,1,15
2132,1874-12-21,3,1,13
2133,1874-12-24,1,1,11
2134,1874-12-31,6,2,26
2135,1875-01-05,2,1,12
2136,1875-01-12,2,1,12
2137,1875-01-17,1,1,11
2138,1875-01-18,2,1,12
2139,1875-01-19,10,2,30
2140,1875-01-22,3,1,13
2141,1875-01-27,1,1,11
2142,1875-02-06,5,1,15
2143,1875-02-15,1,1,11
2144,1875-02-20,6,2,26
2145,1875-02-24,8,2,28
2146,1875-02-28,2,1,12
2147,1875-03-03,3,1,13
2148,1875-03-04,4,1,14
2149,1875-03-05,6,1,16
2150,1875-03-15,1,1,11
2151,1875-03-16,3,1,13
2152,1875-03-17,1,1,11
2153,1875-03-18,3,1,13
2154,1875-03-19,2,1,12
2155,1875-03-23,1,1,11
2156,1875-03-31,2,1,12
2157,1875-04-01,1,1,11
2158,1875-04-05,6,1,16
2159,1875-04-09,5,1,15
2160,1875-04-13,1,1,11
2161,1875-04-14,4,1,14
2162,1875-04-16,2,1,12
2163,1875-04-25,1,1,11
2164,1875-04-30,1,1,11
2165,1875-05-02,1,1,11
2166,1875-05-05,1,1,11
2167,1875-05-15,2,1,12
2168,1875-05-25,2,1,12
2169,1875-05-26,1,1,11
2170,1875-05-29,2,1,12
2171,1875-06-05,2,1,12
2172,1875-06-08,1,1,11
2173,1875-06-19,10,2,30
2174,1875-06-20,2,1,12
2175,1875-06-22,1,1,11
2176,1875-06-27,1,1,11
2177,1875-07-03,1,1,11
2178,1875-07-13,1,1,11
2179,1875-07-15,3,1,13
2180,1875-07-22,1,1,11
2181,1875-07-26,1,1,11
2182,1875-07-31,11,1,21
2183,1875-08-02,1,1,11
2184,1875-08-08,3,1,13
2185,1875-08-26,2,2,22
2186,1875-08-27,2,1,12
2187,1875-09-04,2,2,22
2188,1875-09-11,4,1,14
2189,1875-09-16,1,1,11
2190,1875-09-20,3,1,13
2191,1875-09-27,1,1,11
2192,1875-09-30,4,1,14
2193,1875-10-02,7,3,37
2194,1875-10-03,2,1,12
2195,1875-10-08,1,1,11
2196,1875-10-13,3,2,23
2197,1875-10-22,1,1,11
2198,1875-10-30,1,1,11
2199,1875-11-04,2,1,12
2200,1875-11-10,1,1,11
2201,1875-11-25,1,1,11
2202,1875-12-18,2,1,12
2203,1875-12-21,1,1,11
2204,1875-12-25,1,1,11
2205,1876-01-08,2,1,12
2206,1876-01-10,6,1,16
2207,1876-01-17,7,1,17
2208,1876-01-20,3,1,13
2209,1876-01-23,1,1,11
2210,1876-01-24,3,1,13
2211,1876-02-04,1,1,11
2212,1876-02-16,3,1,13
2213,1876-02-29,3,1,13
2214,1876-03-03,1,1,11
2215,1876-03-14,1,1,11
2216,1876-03-18,5,1,15
2217,1876-03-19,2,1,12
2218,1876-03-23,5,1,15
2219,1876-03-24,10,1,20
2220,1876-03-26,1,1,11
2221,1876-04-07,1,1,11
2222,1876-04-12,2,1,12
2223,1876-04-13,1,1,11
2224,1876-04-14,1,1,11
2225,1876-04-16,2,1,12
2226,1876-04-19,1,1,11
2227,1876-05-11,3,1,13
2228,1876-05-31,1,1,11
2229,1876-06-23,2,1,12
2230,1876-06-26,1,1,11
2231,1876-07-07,1,1,11
2232,1876-07-16,1,1,11
2233,1876-07-23,1,1,11
2234,1876-07-24,1,1,11
2235,1876-07-27,4,1,14
2236,1876-08-20,5,1,15
2237,1876-08-24,4,1,14
2238,1876-08-31,3,1,13
2239,1876-09-18,2,1,12
2240,1876-10-01,4,1,14
2241,1876-10-12,3,1,13
2242,1876-10-24,3,1,13
2243,1876-10-30,5,1,15
2244,1876-11-17,2,2,22
2245,1876-11-18,1,1,11
2246,1876-11-20,5,1,15
2247,1876-11-26,1,1,11
2248,1876-12-07,1,1,11
2249,1876-12-23,1,1,11
2250,1877-01-07,2,1,12
2251,1877-01-09,6,1,16
2252,1877-01-15,1,1,11
2253,1877-01-19,1,1,11
2254,1877-02-03,2,1,12
2255,1877-02-05,4,1,14
2256,1877-02-12,1,1,11
2257,1877-03-02,4,1,14
2258,1877-03-04,5,1,15
2259,1877-03-05,5,1,15
2260,1877-03-12,1,1,11
2261,1877-03-16,2,1,12
2262,1877-04-12,1,1,11
2263,1877-04-14,6,1,16
2264,1877-04-23,2,1,12
2265,1877-04-25,2,1,12
2266,1877-04-26,3,1,13
2267,1877-05-03,6,2,26
2268,1877-05-11,1,1,11
2269,1877-05-13,9,1,19
2270,1877-05-22,4,1,14
2271,1877-05-23,2,1,12
2272,1877-06-07,3,1,13
2273,1877-06-18,2,1,12
2274,1877-06-25,7,1,17
2275,1877-07-06,4,1,14
2276,1877-07-08,1,1,11
2277,1877-07-16,2,1,12
2278,1877-07-30,5,1,15
2279,1877-08-28,2,1,12
2280,1877-09-06,1,1,11
2281,1877-09-10,3,1,13
2282,1877-09-16,1,1,11
2283,1877-09-20,4,1,14
2284,1877-10-01,2,1,12
2285,1877-11-01,2,1,12
2286,1877-11-02,5,1,15
2287,1877-11-17,3,1,13
2288,1877-11-28,2,1,12
2289,1877-12-25,1,1,11
2290,1878-01-10,1,1,11
2291,1878-01-22,3,1,13
2292,1878-02-04,4,1,14
2293,1878-02-06,5,1,15
2294,1878-03-03,2,1,12
2295,1878-03-08,1,1,11
2296,1878-03-13,7,2,27
2297,1878-05-22,1,1,11
2298,1878-05-31,3,1,13
2299,1878-06-05,1,1,11
2300,1878-06-06,4,1,14
2301,1878-06-23,2,1,12
2302,1878-06-28,1,1,11
2303,1878-07-23,2,1,12
2304,1878-08-15,1,1,11
2305,1878-09-08,1,1,11
2306,1878-10-10,1,1,11
2307,1878-10-18,2,1,12
2308,1878-11-03,1,1,11
2309,1878-11-26,1,1,11
2310,1878-12-30,2,1,12
2311,1879-02-17,1,1,11
2312,1879-04-17,5,1,15
2313,1879-05-12,1,1,11
2314,1879-06-06,3,1,13
2315,1879-06-10,2,1,12
2316,1879-06-13,2,1,12
2317,1879-06-30,4,1,14
2318,1879-07-02,3,1,13
2319,1879-07-06,2,1,12
2320,1879-07-13,5,1,15
2321,1879-07-25,1,1,11
2322,1879-07-30,2,1,12
2323,1879-08-08,7,2,27
2324,1879-08-23,7,1,17
2325,1879-09-01,5,2,25
2326,1879-09-05,1,1,11
2327,1879-09-12,1,1,11
2328,1879-09-16,1,1,11
2329,1879-09-29,1,1,11
2330,1879-09-30,4,1,14
2331,1879-10-09,1,1,11
2332,1879-10-13,9,1,19
2333,1879-10-16,2,1,12
2334,1879-10-18,2,1,12
2335,1879-10-21,1,1,11
2336,1879-11-06,6,1,16
2337,1879-11-09,1,1,11
2338,1879-11-11,4,1,14
2339,1879-11-12,8,1,18
2340,1879-11-23,1,1,11
2341,1879-11-24,1,1,11
2342,1879-12-01,3,1,13
2343,1879-12-03,3,1,13
2344,1879-12-09,1,1,11
2345,1879-12-20,2,1,12
2346,1880-01-02,2,1,12
2347,1880-01-07,2,1,12
2348,1880-01-08,8,1,18
2349,1880-01-09,6,1,16
2350,1880-01-12,5,1,15
2351,1880-01-13,1,1,11
2352,1880-01-15,7,1,17
2353,1880-01-27,2,1,12
2354,1880-01-29,4,1,14
2355,1880-02-05,7,2,27
2356,1880-02-08,4,1,14
2357,1880-02-09,7,1,17
2358,1880-02-27,5,2,25
2359,1880-03-04,2,1,12
2360,1880-03-05,2,1,12
2361,1880-03-08,5,1,15
2362,1880-03-12,4,1,14
2363,1880-03-18,1,1,11
2364,1880-03-24,1,1,11
2365,1880-03-25,1,1,11
2366,1880-03-26,7,1,17
2367,1880-04-02,3,1,13
2368,1880-04-04,5,1,15
2369,1880-04-09,6,1,16
2370,1880-04-14,3,1,13
2371,1880-04-19,1,1,11
2372,1880-04-22,3,1,13
2373,1880-04-24,2,1,12
2374,1880-04-30,8,1,18
2375,1880-05-08,3,2,23
2376,1880-05-09,3,1,13
2377,1880-05-10,3,1,13
2378,1880-05-24,4,2,24
2379,1880-05-27,2,1,12
2380,1880-05-29,10,1,20
2381,1880-06-04,1,1,11
2382,1880-06-09,6,1,16
2383,1880-06-13,1,1,11
2384,1880-06-14,2,1,12
2385,1880-06-20,4,1,14
2386,1880-06-22,5,1,15
2387,1880-06-23,10,2,30
2388,1880-06-24,7,1,17
2389,1880-06-28,2,1,12
2390,1880-07-02,1,1,11
2391,1880-07-03,6,1,16
2392,1880-07-06,5,1,15
2393,1880-07-09,1,1,11
2394,1880-07-14,1,1,11
2395,1880-07-17,2,1,12
2396,1880-07-19,7,1,17
2397,1880-07-21,7,1,17
2398,1880-07-31,6,1,16
2399,1880-08-01,5,2,25
2400,1880-08-03,2,1,12
2401,1880-08-06,2,1,12
2402,1880-08-07,10,1,20
2403,1880-08-10,1,1,11
2404,1880-08-12,3,1,13
2405,1880-08-14,2,2,22
2406,1880-08-15,10,2,30
2407,1880-08-17,3,1,13
2408,1880-08-18,2,1,12
2409,1880-08-21,1,1,11
2410,1880-08-26,3,1,13
2411,1880-08-27,4,1,14
2412,1880-08-29,4,1,14
2413,1880-09-03,1,1,11
2414,1880-09-08,1,1,11
2415,1880-09-09,9,2,29
2416,1880-09-10,5,1,15
2417,1880-09-11,12,2,32
2418,1880-09-12,1,1,11
2419,1880-09-13,2,1,12
2420,1880-09-14,5,1,15
2421,1880-09-19,1,1,11
2422,1880-09-21,6,1,16
2423,1880-09-22,1,1,11
2424,1880-09-23,7,1,17
2425,1880-09-24,1,1,11
2426,1880-09-27,5,1,15
2427,1880-09-28,4,1,14
2428,1880-09-29,1,1,11
2429,1880-09-30,12,2,32
2430,1880-10-05,3,1,13
2431,1880-10-06,4,2,24
2432,1880-10-08,1,1,11
2433,1880-10-09,4,1,14
2434,1880-10-11,4,1,14
2435,1880-10-18,9,2,29
2436,1880-10-19,2,1,12
2437,1880-10-20,2,1,12
2438,1880-10-21,1,1,11
2439,1880-10-25,2,1,12
2440,1880-10-27,5,1,15
2441,1880-10-30,11,2,31
2442,1880-11-03,7,2,27
2443,1880-11-06,3,2,23
2444,1880-11-07,1,1,11
2445,1880-11-15,1,1,11
2446,1880-11-17,3,2,23
2447,1880-11-18,2,1,12
2448,1880-11-22,9,2,29
2449,1880-11-28,4,1,14
2450,1880-11-29,5,1,15
2451,1880-11-30,2,1,12
2452,1880-12-02,2,1,12
2453,1880-12-07,5,1,15
2454,1880-12-08,1,1,11
2455,1880-12-21,8,2,28
2456,1880-12-27,1,1,11
2457,1880-12-29,2,1,12
2458,1880-12-30,3,1,13
2459,1881-01-01,4,1,14
2460,1881-01-04,2,1,12
2461,1881-01-08,2,1,12
2462,1881-01-09,1,1,11
2463,1881-01-14,1,1,11
2464,1881-01-16,11,4,51
2465,1881-01-18,6,2,26
2466,1881-01-20,1,1,11
2467,1881-01-24,7,2,27
2468,1881-01-25,3,1,13
2469,1881-01-29,21,3,51
2470,1881-02-02,9,3,39
2471,1881-02-06,9,1,19
2472,1881-02-08,2,1,12
2473,1881-02-11,1,1,11
2474,1881-02-13,2,1,12
2475,1881-02-14,2,1,12
2476,1881-02-17,1,1,11
2477,1881-02-20,4,3,34
2478,1881-02-21,2,1,12
2479,1881-02-23,4,1,14
2480,1881-02-24,3,1,13
2481,1881-02-25,1,1,11
2482,1881-02-27,1,1,11
2483,1881-03-01,7,2,27
2484,1881-03-07,1,1,11
2485,1881-03-12,13,2,33
2486,1881-03-14,10,2,30
2487,1881-03-16,3,1,13
2488,1881-03-18,13,2,33
2489,1881-03-20,9,1,19
2490,1881-03-25,3,1,13
2491,1881-03-31,3,1,13
2492,1881-04-01,2,2,22
2493,1881-04-03,5,1,15
2494,1881-04-06,2,2,22
2495,1881-04-08,1,1,11
2496,1881-04-09,2,1,12
2497,1881-04-11,7,2,27
2498,1881-04-13,7,2,27
2499,1881-04-14,4,1,14
2500,1881-04-17,8,2,28
2501,1881-04-20,11,2,31
2502,1881-04-22,6,1,16
2503,1881-04-23,12,2,32
2504,1881-04-24,2,1,12
2505,1881-05-05,5,2,25
2506,1881-05-06,3,1,13
2507,1881-05-09,1,1,11
2508,1881-05-11,3,1,13
2509,1881-05-16,8,1,18
2510,1881-05-17,3,1,13
2511,1881-05-18,4,2,24
2512,1881-05-19,3,1,13
2513,1881-05-21,2,2,22
2514,1881-05-23,1,1,11
2515,1881-05-24,4,1,14
2516,1881-05-28,12,2,32
2517,1881-05-30,1,1,11
2518,1881-05-31,2,1,12
2519,1881-06-01,10,1,20
2520,1881-06-03,3,2,23
2521,1881-06-05,8,1,18
2522,1881-06-06,3,1,13
2523,1881-06-09,2,1,12
2524,1881-06-11,4,1,14
2525,1881-06-13,1,1,11
2526,1881-06-14,8,2,28
2527,1881-06-15,4,1,14
2528,1881-06-16,1,1,11
2529,1881-06-17,2,1,12
2530,1881-06-18,1,1,11
2531,1881-06-19,4,1,14
2532,1881-06-21,3,2,23
2533,1881-06-24,1,1,11
2534,1881-06-27,6,1,16
2535,1881-06-30,15,2,35
2536,1881-07-03,1,1,11
2537,1881-07-05,4,1,14
2538,1881-07-06,3,1,13
2539,1881-07-07,3,2,23
2540,1881-07-09,15,4,55
2541,1881-07-14,4,1,14
2542,1881-07-16,5,3,35
2543,1881-07-19,2,1,12
2544,1881-07-21,5,1,15
2545,1881-07-22,6,1,16
2546,1881-07-24,1,1,11
2547,1881-07-27,3,1,13
2548,1881-07-28,7,2,27
2549,1881-07-29,9,2,29
2550,1881-08-01,2,1,12
2551,1881-08-03,6,2,26
2552,1881-08-04,2,1,12
2553,1881-08-05,2,1,12
2554,1881-08-06,2,2,22
2555,1881-08-07,6,2,26
2556,1881-08-09,1,1,11
2557,1881-08-11,7,1,17
2558,1881-08-12,1,1,11
2559,1881-08-14,3,1,13
2560,1881-08-18,4,2,24
2561,1881-08-20,1,1,11
2562,1881-08-25,2,1,12
2563,1881-08-26,5,1,15
2564,1881-08-27,5,1,15
2565,1881-08-28,8,2,28
2566,1881-08-29,3,1,13
2567,1881-09-01,5,2,25
2568,1881-09-03,4,1,14
2569,1881-09-04,16,3,46
2570,1881-09-10,11,2,31
2571,1881-09-13,1,1,11
2572,1881-09-15,1,1,11
2573,1881-09-18,4,2,24
2574,1881-09-19,4,1,14
2575,1881-09-21,1,1,11
2576,1881-09-24,2,1,12
2577,1881-09-27,4,2,24
2578,1881-09-28,4,1,14
2579,1881-09-30,3,1,13
2580,1881-10-01,1,1,11
2581,1881-10-02,3,1,13
2582,1881-10-05,9,1,19
2583,1881-10-06,1,1,11
2584,1881-10-07,2,1,12
2585,1881-10-12,11,2,31
2586,1881-10-16,3,1,13
2587,1881-10-20,2,1,12
2588,1881-10-22,5,3,35
2589,1881-10-23,6,1,16
2590,1881-10-27,5,2,25
2591,1881-11-01,1,1,11
2592,1881-11-08,1,1,11
2593,1881-11-09,8,2,28
2594,1881-11-10,6,1,16
2595,1881-11-11,5,1,15
2596,1881-11-12,6,1,16
2597,1881-11-15,4,1,14
2598,1881-11-17,2,1,12
2599,1881-11-19,1,1,11
2600,1881-11-20,7,2,27
2601,1881-11-21,12,1,22
2602,1881-11-24,6,1,16
2603,1881-11-28,2,1,12
2604,1881-12-01,3,2,23
2605,1881-12-03,1,1,11
2606,1881-12-06,7,1,17
2607,1881-12-09,2,1,12
2608,1881-12-11,5,1,15
2609,1881-12-13,1,1,11
2610,1881-12-15,2,2,22
2611,1881-12-17,4,1,14
2612,1881-12-18,3,1,13
2613,1881-12-19,4,1,14
2614,1881-12-21,4,1,14
2615,1881-12-25,4,1,14
2616,1881-12-27,2,1,12
2617,1881-12-29,2,1,12
2618,1881-12-31,2,1,12
2619,1882-01-03,9,1,19
2620,1882-01-04,2,1,12
2621,1882-01-05,1,1,11
2622,1882-01-06,1,1,11
2623,1882-01-08,5,1,15
2624,1882-01-10,6,1,16
2625,1882-01-14,4,2,24
2626,1882-01-17,1,1,11
2627,1882-01-19,2,2,22
2628,1882-01-24,2,1,12
2629,1882-01-27,6,1,16
2630,1882-01-29,1,1,11
2631,1882-01-30,5,1,15
2632,1882-01-31,6,1,16
2633,1882-02-01,3,1,13
2634,1882-02-04,3,2,23
2635,1882-02-06,7,1,17
2636,1882-02-08,7,1,17
2637,1882-02-09,1,1,11
2638,1882-02-10,3,1,13
2639,1882-02-12,7,2,27
2640,1882-02-13,1,1,11
2641,1882-02-14,1,1,11
2642,1882-02-15,4,1,14
2643,1882-02-16,5,1,15
2644,1882-02-18,3,1,13
2645,1882-02-20,10,1,20
2646,1882-02-24,5,1,15
2647,1882-02-26,1,1,11
2648,1882-02-27,2,1,12
2649,1882-03-01,2,1,12
2650,1882-03-04,9,2,29
2651,1882-03-06,3,1,13
2652,1882-03-07,6,1,16
2653,1882-03-09,6,2,26
2654,1882-03-10,1,1,11
2655,1882-03-13,9,2,29
2656,1882-03-15,2,1,12
2657,1882-03-17,7,2,27
2658,1882-03-19,5,1,15
2659,1882-03-20,3,1,13
2660,1882-03-22,8,1,18
2661,1882-03-23,2,1,12
2662,1882-03-24,2,1,12
2663,1882-03-26,2,1,12
2664,1882-03-27,4,1,14
2665,1882-03-30,9,2,29
2666,1882-04-03,1,1,11
2667,1882-04-04,1,1,11
2668,1882-04-06,14,3,44
2669,1882-04-08,3,1,13
2670,1882-04-09,7,1,17
2671,1882-04-10,1,1,11
2672,1882-04-11,1,1,11
2673,1882-04-12,8,1,18
2674,1882-04-14,4,1,14
2675,1882-04-15,2,1,12
2676,1882-04-16,9,1,19
2677,1882-04-19,8,2,28
2678,1882-04-21,5,1,15
