,Date,Sunspots,Groups,Wolf
3552,1887-10-02,3,1,13
3553,1887-10-22,3,1,13
3554,1887-10-23,1,1,11
3555,1887-10-24,2,2,22
3556,1887-10-25,1,1,11
3557,1887-10-28,1,1,11
3558,1887-11-11,1,1,11
3559,1887-11-17,4,1,14
3560,1887-11-20,2,1,12
3561,1887-12-08,1,1,11
3562,1887-12-09,4,1,14
3563,1887-12-11,1,1,11
3564,1887-12-21,11,1,21
3565,1887-12-22,1,1,11
3566,1887-12-26,3,1,13
3567,1888-01-05,1,1,11
3568,1888-01-07,1,1,11
3569,1888-01-11,1,1,11
3570,1888-01-15,1,1,11
3571,1888-01-16,2,1,12
3572,1888-01-22,2,1,12
3573,1888-01-27,1,1,11
3574,1888-01-28,7,1,17
3575,1888-02-06,2,1,12
3576,1888-02-24,7,1,17
3577,1888-03-14,2,1,12
3578,1888-03-26,4,1,14
3579,1888-04-04,3,1,13
3580,1888-04-21,1,1,11
3581,1888-04-22,2,1,12
3582,1888-04-27,1,1,11
3583,1888-04-29,2,1,12
3584,1888-04-30,1,1,11
3585,1888-05-18,5,1,15
3586,1888-05-28,1,1,11
3587,1888-06-11,4,1,14
3588,1888-06-14,1,1,11
3589,1888-06-24,7,2,27
3590,1888-07-03,2,1,12
3591,1888-07-11,2,1,12
3592,1888-07-20,1,1,11
3593,1888-08-07,2,1,12
3594,1888-08-17,2,1,12
3595,1888-08-18,2,1,12
3596,1888-08-25,1,1,11
3597,1888-08-26,2,1,12
3598,1888-09-03,3,1,13
3599,1888-09-07,1,1,11
3600,1888-09-10,2,1,12
3601,1888-09-11,2,1,12
3602,1888-09-24,2,1,12
3603,1888-10-09,1,1,11
3604,1888-10-22,3,2,23
3605,1888-11-11,3,1,13
3606,1888-11-17,5,1,15
3607,1888-11-23,1,1,11
3608,1888-12-02,2,1,12
3609,1888-12-16,4,1,14
3610,1889-01-11,1,1,11
3611,1889-01-12,1,1,11
3612,1889-01-18,2,1,12
3613,1889-02-05,7,1,17
3614,1889-02-06,3,1,13
3615,1889-02-26,2,1,12
3616,1889-03-09,1,1,11
3617,1889-03-10,2,1,12
3618,1889-04-06,1,1,11
3619,1889-04-19,1,1,11
3620,1889-04-29,1,1,11
3621,1889-05-11,1,1,11
3622,1889-05-12,2,1,12
3623,1889-05-26,1,1,11
3624,1889-06-22,7,1,17
3625,1889-07-02,1,1,11
3626,1889-07-15,3,1,13
3627,1889-07-18,7,1,17
3628,1889-07-22,4,1,14
3629,1889-07-26,3,1,13
3630,1889-08-02,5,1,15
3631,1889-08-05,9,1,19
3632,1889-08-11,2,1,12
3633,1889-08-14,1,1,11
3634,1889-09-01,1,1,11
3635,1889-09-07,1,1,11
3636,1889-09-29,5,1,15
3637,1889-10-10,1,1,11
3638,1889-10-13,3,1,13
3639,1889-11-24,2,1,12
3640,1889-12-19,3,1,13
3641,1889-12-24,8,1,18
3642,1890-01-02,1,1,11
3643,1890-01-03,3,1,13
3644,1890-01-06,1,1,11
3645,1890-01-16,3,1,13
3646,1890-02-02,2,1,12
3647,1890-03-09,4,1,14
3648,1890-03-31,2,1,12
3649,1890-04-09,4,1,14
3650,1890-04-12,3,1,13
3651,1890-04-29,3,1,13
3652,1890-05-07,2,1,12
3653,1890-05-13,6,1,16
3654,1890-05-16,2,1,12
3655,1890-05-17,2,1,12
3656,1890-05-22,2,1,12
3657,1890-05-25,2,1,12
3658,1890-06-04,3,1,13
3659,1890-06-13,2,1,12
3660,1890-06-23,1,1,11
3661,1890-07-09,5,1,15
3662,1890-07-10,7,1,17
3663,1890-07-27,1,1,11
3664,1890-07-29,4,1,14
3665,1890-07-30,2,1,12
3666,1890-08-01,5,1,15
3667,1890-08-04,4,1,14
3668,1890-08-06,3,1,13
3669,1890-08-08,2,1,12
3670,1890-08-15,2,1,12
3671,1890-08-18,2,1,12
3672,1890-08-23,3,1,13
3673,1890-08-25,1,1,11
3674,1890-08-29,1,1,11
3675,1890-08-30,4,1,14
3676,1890-09-03,5,2,25
3677,1890-09-11,6,2,26
3678,1890-09-12,1,1,11
3679,1890-09-15,1,1,11
3680,1890-09-19,5,1,15
3681,1890-09-21,4,1,14
3682,1890-09-26,1,1,11
3683,1890-09-28,9,2,29
3684,1890-10-05,1,1,11
3685,1890-10-15,4,1,14
3686,1890-10-17,2,1,12
3687,1890-10-25,11,1,21
3688,1890-10-26,2,2,22
3689,1890-11-13,3,1,13
3690,1890-11-27,5,1,15
3691,1890-12-15,9,1,19
3692,1890-12-16,2,1,12
3693,1890-12-19,2,1,12
3694,1890-12-26,1,1,11
3695,1891-01-01,2,1,12
3696,1891-01-08,2,1,12
3697,1891-01-20,2,1,12
3698,1891-01-21,1,1,11
3699,1891-01-24,5,1,15
3700,1891-01-28,1,1,11
3701,1891-01-30,5,1,15
3702,1891-01-31,1,1,11
3703,1891-02-03,1,1,11
3704,1891-02-09,3,1,13
3705,1891-02-11,6,2,26
3706,1891-02-16,2,1,12
3707,1891-02-19,2,1,12
3708,1891-02-20,3,1,13
3709,1891-02-21,3,2,23
3710,1891-02-22,1,1,11
3711,1891-02-24,3,2,23
3712,1891-02-26,4,1,14
3713,1891-03-07,1,1,11
3714,1891-03-10,5,2,25
3715,1891-03-14,3,1,13
3716,1891-03-17,2,1,12
3717,1891-03-19,1,1,11
3718,1891-03-23,1,1,11
3719,1891-03-29,3,1,13
3720,1891-03-31,4,1,14
3721,1891-04-03,1,1,11
3722,1891-04-10,1,1,11
3723,1891-04-12,4,1,14
3724,1891-04-16,5,2,25
3725,1891-04-19,2,1,12
3726,1891-04-20,3,1,13
3727,1891-04-21,3,1,13
3728,1891-04-24,2,1,12
3729,1891-04-25,3,1,13
3730,1891-04-26,3,1,13
3731,1891-04-28,2,2,22
3732,1891-05-03,2,1,12
3733,1891-05-07,2,1,12
3734,1891-05-10,8,2,28
3735,1891-05-13,2,1,12
3736,1891-05-16,2,1,12
3737,1891-05-17,1,1,11
3738,1891-05-18,1,1,11
3739,1891-05-19,1,1,11
3740,1891-05-22,11,1,21
3741,1891-05-23,1,1,11
3742,1891-05-24,4,1,14
3743,1891-05-28,3,1,13
3744,1891-05-30,2,1,12
3745,1891-05-31,1,1,11
3746,1891-06-01,3,1,13
3747,1891-06-02,1,1,11
3748,1891-06-07,5,1,15
3749,1891-06-12,5,1,15
3750,1891-06-14,5,1,15
3751,1891-06-15,2,1,12
3752,1891-06-16,3,1,13
3753,1891-06-17,11,2,31
3754,1891-06-19,2,2,22
3755,1891-06-24,1,1,11
3756,1891-06-26,9,1,19
3757,1891-06-27,10,2,30
3758,1891-06-28,10,1,20
3759,1891-06-30,2,1,12
3760,1891-07-02,2,2,22
3761,1891-07-04,4,1,14
3762,1891-07-06,2,1,12
3763,1891-07-07,4,1,14
3764,1891-07-08,1,1,11
3765,1891-07-11,8,1,18
3766,1891-07-13,5,3,35
3767,1891-07-14,22,2,42
3768,1891-07-17,1,1,11
3769,1891-07-18,15,2,35
3770,1891-07-19,4,1,14
3771,1891-07-21,1,1,11
3772,1891-07-23,1,1,11
3773,1891-07-24,4,1,14
3774,1891-07-25,4,1,14
3775,1891-07-29,1,1,11
3776,1891-08-01,3,1,13
3777,1891-08-02,8,2,28
3778,1891-08-03,3,2,23
3779,1891-08-04,1,1,11
3780,1891-08-06,2,1,12
3781,1891-08-07,7,2,27
3782,1891-08-08,3,1,13
3783,1891-08-09,1,1,11
3784,1891-08-10,5,3,35
3785,1891-08-12,8,1,18
3786,1891-08-14,3,1,13
3787,1891-08-16,5,1,15
3788,1891-08-19,2,1,12
3789,1891-08-21,5,1,15
3790,1891-08-23,1,1,11
3791,1891-08-27,1,1,11
3792,1891-08-28,1,1,11
3793,1891-08-30,1,1,11
3794,1891-09-03,17,1,27
3795,1891-09-05,12,1,22
3796,1891-09-07,8,1,18
3797,1891-09-09,4,2,24
3798,1891-09-12,2,1,12
3799,1891-09-14,8,1,18
3800,1891-09-16,1,1,11
3801,1891-09-19,1,1,11
3802,1891-09-20,5,1,15
3803,1891-09-24,1,1,11
3804,1891-09-25,1,1,11
3805,1891-09-27,3,1,13
3806,1891-09-29,2,2,22
3807,1891-09-30,7,1,17
3808,1891-10-01,11,2,31
3809,1891-10-04,4,2,24
3810,1891-10-05,6,2,26
3811,1891-10-06,6,1,16
3812,1891-10-07,9,1,19
3813,1891-10-08,14,2,34
3814,1891-10-11,3,1,13
3815,1891-10-12,3,1,13
3816,1891-10-13,1,1,11
3817,1891-10-19,8,1,18
3818,1891-10-20,1,1,11
3819,1891-10-26,1,1,11
3820,1891-10-28,8,2,28
3821,1891-10-29,2,1,12
3822,1891-11-02,4,1,14
3823,1891-11-04,3,1,13
3824,1891-11-05,6,2,26
3825,1891-11-08,2,1,12
3826,1891-11-09,6,1,16
3827,1891-11-11,1,1,11
3828,1891-11-14,1,1,11
3829,1891-11-19,5,1,15
3830,1891-11-21,11,3,41
3831,1891-11-24,6,1,16
3832,1891-11-30,3,1,13
3833,1891-12-02,3,2,23
3834,1891-12-03,1,1,11
3835,1891-12-05,6,1,16
3836,1891-12-08,1,1,11
3837,1891-12-09,1,1,11
3838,1891-12-16,3,1,13
3839,1891-12-18,1,1,11
3840,1891-12-21,3,1,13
3841,1891-12-22,1,1,11
3842,1891-12-23,6,1,16
3843,1891-12-24,4,1,14
3844,1891-12-26,2,1,12
3845,1891-12-27,2,1,12
3846,1891-12-30,4,2,24
3847,1891-12-31,7,3,37
3848,1892-01-02,1,1,11
3849,1892-01-03,4,2,24
3850,1892-01-04,3,2,23
3851,1892-01-05,6,2,26
3852,1892-01-13,1,1,11
3853,1892-01-15,4,1,14
3854,1892-01-16,2,1,12
3855,1892-01-17,1,1,11
3856,1892-01-18,3,2,23
3857,1892-01-19,2,1,12
3858,1892-01-20,6,3,36
3859,1892-01-21,5,1,15
3860,1892-01-22,1,1,11
3861,1892-01-23,2,1,12
3862,1892-01-28,1,1,11
3863,1892-01-31,1,1,11
3864,1892-02-03,4,1,14
3865,1892-02-04,2,1,12
3866,1892-02-05,13,3,43
3867,1892-02-10,1,1,11
3868,1892-02-11,22,1,32
3869,1892-02-12,4,1,14
3870,1892-02-15,3,1,13
3871,1892-02-16,3,1,13
3872,1892-02-17,1,1,11
3873,1892-02-18,10,2,30
3874,1892-02-20,9,2,29
3875,1892-02-22,3,1,13
3876,1892-02-24,1,1,11
3877,1892-02-25,1,1,11
3878,1892-02-27,2,1,12
3879,1892-03-01,4,1,14
3880,1892-03-04,1,1,11
3881,1892-03-10,5,1,15
3882,1892-03-14,4,1,14
3883,1892-03-15,4,1,14
3884,1892-03-17,1,1,11
3885,1892-03-18,5,2,25
3886,1892-03-19,1,1,11
3887,1892-03-21,1,1,11
3888,1892-03-22,2,1,12
3889,1892-03-23,6,1,16
3890,1892-03-25,3,3,33
3891,1892-03-26,10,2,30
3892,1892-03-27,1,1,11
3893,1892-03-29,2,1,12
3894,1892-03-31,2,1,12
3895,1892-04-01,5,2,25
3896,1892-04-05,2,2,22
3897,1892-04-06,1,1,11
3898,1892-04-07,2,1,12
3899,1892-04-10,2,1,12
3900,1892-04-12,5,2,25
3901,1892-04-13,11,2,31
3902,1892-04-14,2,1,12
3903,1892-04-17,1,1,11
3904,1892-04-18,5,1,15
3905,1892-04-19,7,1,17
3906,1892-04-20,9,2,29
3907,1892-04-22,1,1,11
3908,1892-04-23,10,1,20
3909,1892-04-24,5,1,15
3910,1892-04-25,7,1,17
3911,1892-04-26,6,1,16
3912,1892-04-29,1,1,11
3913,1892-05-02,2,1,12
3914,1892-05-03,8,2,28
3915,1892-05-05,5,2,25
3916,1892-05-06,5,3,35
3917,1892-05-09,2,2,22
3918,1892-05-10,1,1,11
3919,1892-05-13,3,1,13
3920,1892-05-14,1,1,11
3921,1892-05-15,3,3,33
3922,1892-05-16,6,1,16
3923,1892-05-18,10,1,20
3924,1892-05-19,4,2,24
3925,1892-05-21,4,1,14
3926,1892-05-22,3,1,13
3927,1892-05-24,3,1,13
3928,1892-05-26,2,1,12
3929,1892-05-27,1,1,11
3930,1892-05-29,8,1,18
3931,1892-05-30,19,2,39
3932,1892-05-31,1,1,11
3933,1892-06-02,5,2,25
3934,1892-06-03,1,1,11
3935,1892-06-04,3,2,23
3936,1892-06-06,1,1,11
3937,1892-06-08,5,2,25
3938,1892-06-09,2,1,12
3939,1892-06-10,2,2,22
3940,1892-06-11,1,1,11
3941,1892-06-12,6,1,16
3942,1892-06-14,1,1,11
3943,1892-06-15,6,1,16
3944,1892-06-16,1,1,11
3945,1892-06-17,1,1,11
3946,1892-06-18,3,1,13
3947,1892-06-19,5,1,15
3948,1892-06-20,4,2,24
3949,1892-06-23,4,2,24
3950,1892-06-24,6,2,26
3951,1892-06-26,5,2,25
3952,1892-06-27,2,1,12
3953,1892-06-28,1,1,11
3954,1892-06-30,4,1,14
3955,1892-07-03,2,1,12
3956,1892-07-04,6,1,16
3957,1892-07-05,1,1,11
3958,1892-07-08,10,1,20
3959,1892-07-10,10,1,20
3960,1892-07-11,3,1,13
3961,1892-07-13,1,1,11
3962,1892-07-15,6,2,26
3963,1892-07-18,3,1,13
3964,1892-07-19,5,1,15
3965,1892-07-20,2,1,12
3966,1892-07-22,5,1,15
3967,1892-07-25,5,1,15
3968,1892-07-26,2,1,12
3969,1892-07-27,2,1,12
3970,1892-07-28,3,2,23
3971,1892-07-29,1,1,11
3972,1892-07-30,8,2,28
3973,1892-07-31,7,2,27
3974,1892-08-01,6,2,26
3975,1892-08-05,10,2,30
3976,1892-08-10,1,1,11
3977,1892-08-11,9,4,49
3978,1892-08-13,4,2,24
3979,1892-08-15,2,1,12
3980,1892-08-16,1,1,11
3981,1892-08-17,3,3,33
3982,1892-08-18,5,1,15
3983,1892-08-19,6,2,26
3984,1892-08-20,13,1,23
3985,1892-08-21,5,1,15
3986,1892-08-23,5,1,15
3987,1892-08-24,5,1,15
3988,1892-08-26,4,2,24
3989,1892-08-28,6,1,16
3990,1892-08-31,1,1,11
3991,1892-09-01,1,1,11
3992,1892-09-02,3,1,13
3993,1892-09-05,1,1,11
3994,1892-09-08,1,1,11
3995,1892-09-09,9,1,19
3996,1892-09-12,11,1,21
3997,1892-09-14,5,2,25
3998,1892-09-15,9,2,29
3999,1892-09-17,4,1,14
4000,1892-09-21,3,1,13
4001,1892-09-22,5,1,15
4002,1892-09-23,1,1,11
4003,1892-09-24,12,1,22
4004,1892-09-27,3,1,13
4005,1892-09-29,3,2,23
4006,1892-09-30,6,1,16
4007,1892-10-02,7,2,27
4008,1892-10-03,3,1,13
4009,1892-10-04,6,1,16
4010,1892-10-05,4,1,14
4011,1892-10-06,9,1,19
4012,1892-10-09,2,1,12
4013,1892-10-10,2,1,12
4014,1892-10-11,7,2,27
4015,1892-10-12,2,2,22
4016,1892-10-14,13,2,33
4017,1892-10-15,1,1,11
4018,1892-10-17,2,1,12
4019,1892-10-20,6,1,16
4020,1892-10-21,6,1,16
4021,1892-10-22,5,1,15
4022,1892-10-23,6,1,16
4023,1892-10-25,1,1,11
4024,1892-10-26,2,1,12
4025,1892-10-27,5,2,25
4026,1892-10-28,2,1,12
4027,1892-10-29,2,1,12
4028,1892-10-30,1,1,11
4029,1892-10-31,7,2,27
4030,1892-11-01,8,2,28
4031,1892-11-04,2,1,12
4032,1892-11-05,4,1,14
4033,1892-11-06,1,1,11
4034,1892-11-07,4,1,14
4035,1892-11-08,5,1,15
4036,1892-11-10,4,2,24
4037,1892-11-14,4,1,14
4038,1892-11-16,8,1,18
4039,1892-11-18,7,1,17
4040,1892-11-22,2,1,12
4041,1892-11-24,4,2,24
4042,1892-11-27,8,1,18
4043,1892-11-28,5,1,15
4044,1892-11-29,6,2,26
4045,1892-11-30,5,1,15
4046,1892-12-03,4,1,14
4047,1892-12-04,7,3,37
4048,1892-12-06,6,3,36
4049,1892-12-07,6,3,36
4050,1892-12-09,1,1,11
4051,1892-12-11,7,1,17
4052,1892-12-13,6,1,16
4053,1892-12-15,1,1,11
4054,1892-12-17,2,1,12
4055,1892-12-18,4,1,14
4056,1892-12-20,4,2,24
4057,1892-12-21,1,1,11
4058,1892-12-22,5,1,15
4059,1892-12-25,3,1,13
4060,1892-12-26,1,1,11
4061,1892-12-27,4,1,14
4062,1892-12-29,5,2,25
4063,1892-12-30,2,1,12
4064,1892-12-31,1,1,11
4065,1893-01-02,18,4,58
4066,1893-01-03,3,1,13
4067,1893-01-04,4,2,24
4068,1893-01-05,2,1,12
4069,1893-01-07,1,1,11
4070,1893-01-08,4,1,14
4071,1893-01-09,1,1,11
4072,1893-01-15,3,2,23
4073,1893-01-18,2,1,12
4074,1893-01-20,3,2,23
4075,1893-01-22,7,1,17
4076,1893-01-23,2,1,12
4077,1893-01-25,7,1,17
4078,1893-01-26,9,1,19
4079,1893-01-29,9,2,29
4080,1893-01-30,9,2,29
4081,1893-01-31,5,3,35
4082,1893-02-01,3,2,23
4083,1893-02-03,3,1,13
4084,1893-02-05,1,1,11
4085,1893-02-09,1,1,11
4086,1893-02-11,8,1,18
4087,1893-02-12,4,1,14
4088,1893-02-14,1,1,11
4089,1893-02-17,11,2,31
4090,1893-02-22,7,3,37
4091,1893-02-23,6,2,26
4092,1893-02-24,15,2,35
4093,1893-02-25,6,1,16
4094,1893-02-26,4,2,24
4095,1893-02-27,4,1,14
4096,1893-03-02,4,1,14
4097,1893-03-03,7,1,17
4098,1893-03-04,5,2,25
4099,1893-03-06,3,1,13
4100,1893-03-09,5,2,25
4101,1893-03-10,3,1,13
4102,1893-03-11,1,1,11
4103,1893-03-13,1,1,11
4104,1893-03-14,1,1,11
4105,1893-03-15,4,2,24
4106,1893-03-19,3,1,13
4107,1893-03-21,2,1,12
4108,1893-03-22,5,2,25
4109,1893-03-23,5,2,25
4110,1893-03-24,6,1,16
4111,1893-03-25,1,1,11
4112,1893-03-26,1,1,11
4113,1893-03-28,4,2,24
4114,1893-03-29,11,1,21
4115,1893-03-31,3,2,23
4116,1893-04-01,4,2,24
4117,1893-04-02,1,1,11
4118,1893-04-04,5,2,25
4119,1893-04-05,1,1,11
4120,1893-04-09,19,3,49
4121,1893-04-11,8,2,28
4122,1893-04-12,5,2,25
4123,1893-04-14,4,1,14
4124,1893-04-15,4,1,14
4125,1893-04-17,1,1,11
4126,1893-04-18,7,2,27
4127,1893-04-21,7,2,27
4128,1893-04-22,11,1,21
4129,1893-04-24,1,1,11
4130,1893-04-26,2,1,12
4131,1893-04-27,10,3,40
4132,1893-04-28,1,1,11
4133,1893-04-29,2,1,12
4134,1893-04-30,8,2,28
4135,1893-05-01,9,2,29
4136,1893-05-03,5,1,15
4137,1893-05-05,5,2,25
4138,1893-05-07,1,1,11
4139,1893-05-08,10,3,40
4140,1893-05-10,3,1,13
4141,1893-05-12,1,1,11
4142,1893-05-14,3,2,23
4143,1893-05-15,1,1,11
4144,1893-05-16,5,1,15
4145,1893-05-18,1,1,11
4146,1893-05-19,4,2,24
4147,1893-05-20,1,1,11
4148,1893-05-21,2,1,12
4149,1893-05-23,5,1,15
4150,1893-05-24,3,1,13
4151,1893-05-25,5,1,15
4152,1893-05-27,7,2,27
4153,1893-05-28,1,1,11
4154,1893-05-30,4,1,14
4155,1893-06-02,1,1,11
4156,1893-06-03,12,1,22
4157,1893-06-04,7,2,27
4158,1893-06-06,8,1,18
4159,1893-06-07,2,1,12
4160,1893-06-08,3,1,13
4161,1893-06-10,5,1,15
4162,1893-06-12,7,1,17
4163,1893-06-13,8,2,28
4164,1893-06-14,11,1,21
4165,1893-06-15,3,1,13
4166,1893-06-16,2,1,12
4167,1893-06-18,4,1,14
4168,1893-06-19,5,2,25
4169,1893-06-20,2,1,12
4170,1893-06-21,2,1,12
4171,1893-06-25,23,4,63
4172,1893-06-26,1,1,11
4173,1893-06-27,2,1,12
4174,1893-06-29,7,2,27
4175,1893-06-30,1,1,11
4176,1893-07-01,2,1,12
4177,1893-07-03,7,2,27
4178,1893-07-05,2,1,12
4179,1893-07-06,1,1,11
4180,1893-07-08,7,3,37
4181,1893-07-09,10,2,30
4182,1893-07-11,12,1,22
4183,1893-07-12,2,1,12
4184,1893-07-13,6,2,26
4185,1893-07-14,11,2,31
4186,1893-07-15,1,1,11
4187,1893-07-17,7,1,17
4188,1893-07-18,1,1,11
4189,1893-07-19,2,1,12
4190,1893-07-21,1,1,11
4191,1893-07-22,4,2,24
4192,1893-07-23,1,1,11
4193,1893-07-24,2,2,22
4194,1893-07-25,3,1,13
4195,1893-07-26,1,1,11
4196,1893-07-27,5,3,35
4197,1893-07-29,2,1,12
4198,1893-08-01,5,2,25
4199,1893-08-04,4,1,14
4200,1893-08-05,2,2,22
4201,1893-08-06,4,1,14
4202,1893-08-07,13,3,43
4203,1893-08-08,3,1,13
4204,1893-08-09,5,1,15
4205,1893-08-10,2,1,12
4206,1893-08-11,10,3,40
4207,1893-08-12,6,2,26
4208,1893-08-13,4,3,34
4209,1893-08-16,8,2,28
4210,1893-08-18,3,2,23
4211,1893-08-19,2,1,12
4212,1893-08-20,2,2,22
4213,1893-08-21,7,2,27
4214,1893-08-22,8,2,28
4215,1893-08-23,2,1,12
4216,1893-08-24,2,1,12
4217,1893-08-25,3,2,23
4218,1893-08-26,4,1,14
4219,1893-08-28,7,1,17
4220,1893-08-29,3,1,13
4221,1893-08-30,2,1,12
4222,1893-09-01,1,1,11
4223,1893-09-02,9,2,29
4224,1893-09-03,1,1,11
4225,1893-09-04,3,2,23
4226,1893-09-06,6,2,26
4227,1893-09-07,1,1,11
4228,1893-09-08,3,2,23
4229,1893-09-09,9,1,19
4230,1893-09-10,1,1,11
4231,1893-09-11,1,1,11
4232,1893-09-12,2,1,12
4233,1893-09-13,1,1,11
4234,1893-09-14,4,1,14
4235,1893-09-15,2,2,22
4236,1893-09-16,1,1,11
4237,1893-09-17,3,3,33
4238,1893-09-19,2,1,12
4239,1893-09-21,4,2,24
4240,1893-09-22,5,2,25
4241,1893-09-23,5,2,25
4242,1893-09-24,1,1,11
4243,1893-09-26,2,1,12
4244,1893-09-27,5,2,25
4245,1893-09-28,7,2,27
4246,1893-09-29,5,2,25
4247,1893-09-30,8,2,28
4248,1893-10-01,1,1,11
4249,1893-10-02,2,1,12
4250,1893-10-05,3,1,13
4251,1893-10-06,3,1,13
4252,1893-10-07,3,1,13
4253,1893-10-08,7,3,37
4254,1893-10-10,4,2,24
4255,1893-10-11,3,1,13
4256,1893-10-12,3,1,13
4257,1893-10-13,3,1,13
4258,1893-10-16,9,3,39
4259,1893-10-18,2,1,12
4260,1893-10-20,4,2,24
4261,1893-10-23,3,1,13
4262,1893-10-24,8,3,38
4263,1893-10-25,3,1,13
4264,1893-10-26,4,1,14
4265,1893-10-28,10,3,40
4266,1893-10-29,6,1,16
4267,1893-10-30,4,1,14
4268,1893-11-06,2,1,12
4269,1893-11-07,5,2,25
4270,1893-11-08,5,1,15
4271,1893-11-10,2,1,12
4272,1893-11-11,2,1,12
4273,1893-11-12,2,1,12
4274,1893-11-13,6,2,26
4275,1893-11-14,6,1,16
4276,1893-11-15,5,1,15
4277,1893-11-16,7,4,47
4278,1893-11-17,1,1,11
4279,1893-11-18,2,2,22
4280,1893-11-20,4,1,14
4281,1893-11-21,8,2,28
4282,1893-11-22,7,2,27
4283,1893-11-25,1,1,11
4284,1893-11-28,3,1,13
4285,1893-11-29,1,1,11
4286,1893-11-30,8,1,18
4287,1893-12-04,3,1,13
4288,1893-12-05,11,2,31
4289,1893-12-06,1,1,11
4290,1893-12-13,7,1,17
4291,1893-12-14,2,1,12
4292,1893-12-18,7,3,37
4293,1893-12-19,3,1,13
4294,1893-12-20,13,2,33
4295,1893-12-24,8,2,28
4296,1893-12-25,6,3,36
4297,1893-12-26,8,3,38
4298,1893-12-27,4,2,24
4299,1893-12-29,11,2,31
4300,1893-12-30,1,1,11
4301,1893-12-31,1,1,11
4302,1894-01-01,5,3,35
4303,1894-01-02,1,1,11
4304,1894-01-03,2,1,12
4305,1894-01-04,7,2,27
4306,1894-01-05,1,1,11
4307,1894-01-06,6,1,16
4308,1894-01-08,6,1,16
4309,1894-01-09,1,1,11
4310,1894-01-11,1,1,11
