,Date,Group,Spot,SN
4737,1846-12-26,3,9,39
4738,1846-12-30,1,2,12
4739,1847-01-03,4,18,58
4740,1847-01-05,3,9,39
4741,1847-01-11,2,3,23
4742,1847-01-12,1,1,11
4743,1847-01-15,1,5,15
4744,1847-01-20,1,5,15
4745,1847-01-24,4,52,92
4746,1847-01-26,5,56,106
4747,1847-01-27,5,41,91
4748,1847-01-29,3,31,61
4749,1847-02-10,1,9,19
4750,1847-02-11,1,15,25
4751,1847-02-12,3,27,57
4752,1847-02-14,3,22,52
4753,1847-02-19,5,22,72
4754,1847-02-22,3,11,41
4755,1847-02-23,2,10,30
4756,1847-02-24,1,2,12
4757,1847-02-25,1,2,12
4758,1847-02-28,2,8,28
4759,1847-03-01,2,7,27
4760,1847-03-09,8,8,88
4761,1847-03-10,5,5,55
4762,1847-03-11,6,10,70
4763,1847-03-12,6,9,69
4764,1847-03-15,8,26,106
4765,1847-03-17,9,26,116
4766,1847-03-18,11,31,141
4767,1847-03-19,11,27,137
4768,1847-03-20,10,29,129
4769,1847-03-21,5,12,62
4770,1847-03-22,5,9,59
4771,1847-03-23,4,7,47
4772,1847-03-24,3,12,42
4773,1847-03-25,3,9,39
4774,1847-03-28,3,4,34
4775,1847-03-30,3,4,34
4776,1847-04-01,3,6,36
4777,1847-04-02,4,23,63
4778,1847-04-06,3,35,65
4779,1847-04-07,2,41,61
4780,1847-04-08,3,17,47
4781,1847-04-10,3,33,63
4782,1847-04-12,4,23,63
4783,1847-04-13,4,24,64
4784,1847-04-14,4,20,60
4785,1847-04-18,3,6,36
4786,1847-04-19,1,1,11
4787,1847-04-20,2,3,23
4788,1847-04-21,1,1,11
4789,1847-04-22,1,2,12
4790,1847-04-24,3,5,35
4791,1847-04-25,2,3,23
4792,1847-04-26,2,7,27
4793,1847-04-27,2,4,24
4794,1847-04-28,2,5,25
4795,1847-04-29,1,3,13
4796,1847-04-30,1,4,14
4797,1847-05-01,2,5,25
4798,1847-05-02,4,9,49
4799,1847-05-03,4,11,51
4800,1847-05-04,3,6,36
4801,1847-05-05,3,14,44
4802,1847-05-06,3,16,46
4803,1847-05-07,3,12,42
4804,1847-05-08,2,7,27
4805,1847-05-09,6,22,82
4806,1847-05-10,6,42,102
4807,1847-05-11,8,33,113
4808,1847-05-14,3,36,66
4809,1847-05-15,3,21,51
4810,1847-05-16,4,27,67
4811,1847-05-18,4,14,54
4812,1847-05-21,5,10,60
4813,1847-05-22,5,15,65
4814,1847-05-23,5,17,67
4815,1847-05-24,4,21,61
4816,1847-05-25,3,15,45
4817,1847-05-26,4,23,63
4818,1847-05-27,4,20,60
4819,1847-05-28,3,17,47
4820,1847-05-29,5,22,72
4821,1847-05-31,5,22,72
4822,1847-06-01,4,11,51
4823,1847-06-02,5,12,62
4824,1847-06-04,2,3,23
4825,1847-06-05,4,12,52
4826,1847-06-06,5,30,80
4827,1847-06-07,5,23,73
4828,1847-06-08,4,22,62
4829,1847-06-09,6,34,94
4830,1847-06-10,4,30,70
4831,1847-06-11,4,21,61
4832,1847-06-13,4,24,64
4833,1847-06-14,4,23,63
4834,1847-06-15,3,37,67
4835,1847-06-16,3,31,61
4836,1847-06-17,4,31,71
4837,1847-06-18,4,29,69
4838,1847-06-19,4,39,79
4839,1847-06-21,5,35,85
4840,1847-06-23,6,27,87
4841,1847-06-24,6,19,79
4842,1847-06-25,5,29,79
4843,1847-06-27,6,16,76
4844,1847-06-28,5,17,67
4845,1847-06-30,5,11,61
4846,1847-07-01,3,6,36
4847,1847-07-03,1,1,11
4848,1847-07-04,0,0,0
4849,1847-07-05,3,10,40
4850,1847-07-06,3,10,40
4851,1847-07-07,2,13,33
4852,1847-07-09,1,2,12
4853,1847-07-10,3,13,43
4854,1847-07-11,3,12,42
4855,1847-07-12,3,7,37
4856,1847-07-13,3,11,41
4857,1847-07-14,3,11,41
4858,1847-07-15,3,10,40
4859,1847-07-16,4,6,46
4860,1847-07-17,5,20,70
4861,1847-07-19,4,20,60
4862,1847-07-20,4,11,51
4863,1847-07-21,4,33,73
4864,1847-07-22,6,33,93
4865,1847-07-25,5,26,76
4866,1847-07-26,5,19,69
4867,1847-07-28,1,10,20
4868,1847-07-29,1,2,12
4869,1847-07-30,2,2,22
4870,1847-07-31,2,11,31
4871,1847-08-01,2,9,29
4872,1847-08-02,3,17,47
4873,1847-08-03,4,17,57
4874,1847-08-04,3,13,43
4875,1847-08-05,6,32,92
4876,1847-08-06,7,37,107
4877,1847-08-07,8,33,113
4878,1847-08-08,7,34,104
4879,1847-08-09,5,28,78
4880,1847-08-10,5,30,80
4881,1847-08-11,3,26,56
4882,1847-08-12,5,33,83
4883,1847-08-13,5,33,83
4884,1847-08-14,7,62,132
4885,1847-08-15,9,51,141
4886,1847-08-16,11,99,209
4887,1847-08-17,11,99,209
4888,1847-08-18,10,88,188
4889,1847-08-19,9,77,167
4890,1847-08-20,6,37,97
4891,1847-08-21,7,56,126
4892,1847-08-22,7,51,121
4893,1847-08-24,7,52,122
4894,1847-08-28,9,55,145
4895,1847-08-29,8,55,135
4896,1847-08-30,7,46,116
4897,1847-08-31,6,52,112
4898,1847-09-01,8,67,147
4899,1847-09-03,4,19,59
4900,1847-09-05,8,42,122
4901,1847-09-06,8,51,131
4902,1847-09-08,5,14,64
4903,1847-09-10,4,17,57
4904,1847-09-11,6,39,99
4905,1847-09-12,8,41,121
4906,1847-09-14,7,52,122
4907,1847-09-15,5,31,81
4908,1847-09-18,8,35,115
4909,1847-09-19,7,79,149
4910,1847-09-20,7,77,147
4911,1847-09-21,7,37,107
4912,1847-09-22,8,37,117
4913,1847-09-24,9,33,123
4914,1847-09-27,5,36,86
4915,1847-10-01,8,25,105
4916,1847-10-02,9,75,165
4917,1847-10-04,8,52,132
4918,1847-10-09,11,43,153
4919,1847-10-11,9,62,152
4920,1847-10-12,7,50,120
4921,1847-10-13,8,84,164
4922,1847-10-14,8,52,132
4923,1847-10-15,7,77,147
4924,1847-10-16,9,69,159
4925,1847-10-17,9,82,172
4926,1847-10-18,7,55,125
4927,1847-10-20,8,52,132
4928,1847-10-21,6,34,94
4929,1847-10-22,6,53,113
4930,1847-10-23,7,36,106
4931,1847-10-24,9,80,170
4932,1847-10-26,8,42,122
4933,1847-10-27,6,45,105
4934,1847-11-01,9,46,136
4935,1847-11-02,9,55,145
4936,1847-11-05,7,32,102
4937,1847-11-06,9,43,133
4938,1847-11-07,10,35,135
4939,1847-11-08,10,63,163
4940,1847-11-09,10,64,164
4941,1847-11-11,6,34,94
4942,1847-11-12,6,35,95
4943,1847-11-17,5,28,78
4944,1847-11-18,6,26,86
4945,1847-11-19,4,23,63
4946,1847-11-21,3,14,44
4947,1847-11-23,5,19,69
4948,1847-11-24,6,23,83
4949,1847-11-25,8,37,117
4950,1847-11-26,7,21,91
4951,1847-11-27,9,53,143
4952,1847-11-28,10,53,153
4953,1847-11-30,9,63,153
4954,1847-12-06,9,53,143
4955,1847-12-08,6,31,91
4956,1847-12-09,7,39,109
4957,1847-12-10,6,37,97
4958,1847-12-11,5,26,76
4959,1847-12-12,4,32,72
4960,1847-12-13,6,24,84
4961,1847-12-14,4,13,53
4962,1847-12-16,3,13,43
4963,1847-12-17,5,30,80
4964,1847-12-18,5,19,69
4965,1847-12-19,6,18,78
4966,1847-12-20,6,20,80
4967,1848-01-04,10,36,136
4968,1848-01-05,10,29,129
4969,1848-01-06,10,38,138
4970,1848-01-07,9,55,145
4971,1848-01-08,9,48,138
4972,1848-01-16,6,21,81
4973,1848-01-17,8,43,123
4974,1848-01-19,8,46,126
4975,1848-01-26,9,47,137
4976,1848-01-27,11,41,151
4977,1848-01-28,10,53,153
4978,1848-01-29,10,41,141
4979,1848-01-30,9,35,125
4980,1848-01-31,8,25,105
4981,1848-02-02,3,7,37
4982,1848-02-03,8,26,106
4983,1848-02-04,7,32,102
4984,1848-02-05,6,29,89
4985,1848-02-09,4,10,50
4986,1848-02-10,6,28,88
4987,1848-02-11,6,27,87
4988,1848-02-14,4,18,58
4989,1848-02-15,6,48,108
4990,1848-02-16,6,30,90
4991,1848-02-21,8,29,109
4992,1848-02-23,7,29,99
4993,1848-02-28,6,29,89
4994,1848-02-29,6,27,87
4995,1848-03-02,5,25,75
4996,1848-03-12,7,26,96
4997,1848-03-13,5,25,75
4998,1848-03-15,6,43,103
4999,1848-03-17,7,44,114
5000,1848-03-18,6,40,100
5001,1848-03-19,6,13,73
5002,1848-03-20,6,33,93
5003,1848-03-21,6,33,93
5004,1848-03-22,5,31,81
5005,1848-03-23,5,27,77
5006,1848-03-24,6,31,91
5007,1848-03-27,6,20,80
5008,1848-03-28,7,24,94
5009,1848-03-29,6,14,74
5010,1848-03-30,4,14,54
5011,1848-03-31,6,38,98
5012,1848-04-01,6,41,101
5013,1848-04-02,5,65,115
5014,1848-04-03,5,37,87
5015,1848-04-04,6,38,98
5016,1848-04-09,5,16,66
5017,1848-04-10,5,14,64
5018,1848-04-11,7,25,95
5019,1848-04-13,6,36,96
5020,1848-04-15,5,15,65
5021,1848-04-16,6,41,101
5022,1848-04-17,6,29,89
5023,1848-04-18,8,32,112
5024,1848-04-20,5,21,71
5025,1848-04-21,6,23,83
5026,1848-04-24,5,13,63
5027,1848-04-26,6,26,86
5028,1848-04-27,6,22,82
5029,1848-04-28,7,19,89
5030,1848-05-01,5,27,77
5031,1848-05-02,5,27,77
5032,1848-05-03,5,22,72
5033,1848-05-04,5,15,65
5034,1848-05-05,5,21,71
5035,1848-05-06,5,34,84
5036,1848-05-07,5,48,98
5037,1848-05-08,6,44,104
5038,1848-05-09,5,49,99
5039,1848-05-10,6,54,114
5040,1848-05-11,6,52,112
5041,1848-05-13,5,46,96
5042,1848-05-14,5,45,95
5043,1848-05-15,6,40,100
5044,1848-05-16,4,15,55
5045,1848-05-17,7,46,116
5046,1848-05-18,7,39,109
5047,1848-05-21,6,26,86
5048,1848-05-22,5,24,74
5049,1848-05-23,6,30,90
5050,1848-05-24,4,32,72
5051,1848-05-25,3,11,41
5052,1848-05-26,4,8,48
5053,1848-05-27,6,16,76
5054,1848-05-28,6,22,82
5055,1848-05-29,6,26,86
5056,1848-05-31,6,36,96
5057,1848-06-01,5,15,65
5058,1848-06-02,5,20,70
5059,1848-06-04,4,26,66
5060,1848-06-05,5,18,68
5061,1848-06-06,5,28,78
5062,1848-06-07,10,48,148
5063,1848-06-09,7,47,117
5064,1848-06-10,6,63,123
5065,1848-06-11,7,55,125
5066,1848-06-12,7,49,119
5067,1848-06-13,7,30,100
5068,1848-06-15,6,35,95
5069,1848-06-16,7,23,93
5070,1848-06-17,8,37,117
5071,1848-06-18,8,34,114
5072,1848-06-19,7,24,94
5073,1848-06-20,7,34,104
5074,1848-06-21,4,16,56
5075,1848-06-22,7,29,99
5076,1848-06-23,8,60,140
5077,1848-06-25,6,41,101
5078,1848-06-26,5,39,89
5079,1848-06-27,5,44,94
5080,1848-06-28,6,60,120
5081,1848-06-29,3,13,43
5082,1848-06-30,6,49,109
5083,1848-07-02,5,46,96
5084,1848-07-03,4,49,89
5085,1848-07-04,5,42,92
5086,1848-07-05,5,40,90
5087,1848-07-06,5,70,120
5088,1848-07-07,6,76,136
5089,1848-07-08,3,27,57
5090,1848-07-09,5,59,109
5091,1848-07-10,8,42,122
5092,1848-07-12,8,54,134
5093,1848-07-13,8,50,130
5094,1848-07-16,5,34,84
5095,1848-07-18,6,33,93
5096,1848-07-19,6,44,104
5097,1848-07-20,5,26,76
5098,1848-07-21,6,31,91
5099,1848-07-22,5,19,69
5100,1848-07-23,5,40,90
5101,1848-07-24,6,32,92
5102,1848-07-25,5,52,102
5103,1848-07-26,5,68,118
5104,1848-07-27,7,77,147
5105,1848-07-28,7,74,144
5106,1848-07-29,8,41,121
5107,1848-07-30,8,59,139
5108,1848-07-31,9,68,158
5109,1848-08-02,7,31,101
5110,1848-08-03,8,22,102
5111,1848-08-04,7,21,91
5112,1848-08-05,7,19,89
5113,1848-08-06,8,29,109
5114,1848-08-07,12,35,155
5115,1848-08-08,2,7,27
5116,1848-08-09,7,21,91
5117,1848-08-11,5,27,77
5118,1848-08-12,6,24,84
5119,1848-08-13,5,24,74
5120,1848-08-14,6,15,75
5121,1848-08-16,6,24,84
5122,1848-08-17,6,35,95
5123,1848-08-19,6,34,94
5124,1848-08-20,5,41,91
5125,1848-08-21,5,35,85
5126,1848-08-25,9,45,135
5127,1848-08-26,11,47,157
5128,1848-08-27,11,31,141
5129,1848-08-28,8,45,125
5130,1848-08-29,8,42,122
5131,1848-08-30,7,33,103
5132,1848-09-02,5,20,70
5133,1848-09-04,4,21,61
5134,1848-09-05,4,15,55
5135,1848-09-06,5,20,70
5136,1848-09-07,5,19,69
5137,1848-09-08,5,20,70
5138,1848-09-10,5,27,77
5139,1848-09-12,3,16,46
5140,1848-09-13,3,11,41
5141,1848-09-15,4,18,58
5142,1848-09-16,6,22,82
5143,1848-09-17,7,54,124
5144,1848-09-19,4,37,77
5145,1848-09-20,5,39,89
5146,1848-09-21,7,42,112
5147,1848-09-22,7,60,130
5148,1848-09-24,8,40,120
5149,1848-09-26,7,36,106
5150,1848-09-28,5,16,66
5151,1848-09-30,7,37,107
5152,1848-10-01,8,38,118
5153,1848-10-02,9,37,127
5154,1848-10-04,7,15,85
5155,1848-10-05,6,12,72
5156,1848-10-07,6,26,86
5157,1848-10-08,7,35,105
5158,1848-10-09,6,16,76
5159,1848-10-10,8,40,120
5160,1848-10-12,8,25,105
5161,1848-10-18,8,63,143
5162,1848-10-23,8,58,138
5163,1848-10-24,7,22,92
5164,1848-10-27,4,13,53
5165,1848-10-28,5,23,73
5166,1848-10-29,6,31,91
5167,1848-10-30,5,30,80
5168,1848-11-01,6,16,76
5169,1848-11-02,6,32,92
5170,1848-11-03,7,30,100
5171,1848-11-04,5,15,65
5172,1848-11-05,5,23,73
5173,1848-11-08,6,26,86
5174,1848-11-10,6,22,82
5175,1848-11-11,2,6,26
5176,1848-11-12,6,18,78
5177,1848-11-14,10,41,141
5178,1848-11-15,10,39,139
5179,1848-11-16,10,60,160
5180,1848-11-18,3,28,58
5181,1848-11-22,5,45,95
5182,1848-11-23,4,15,55
5183,1848-11-25,4,17,57
5184,1848-11-26,6,22,82
5185,1848-11-30,8,29,109
5186,1848-12-03,6,37,97
5187,1848-12-04,8,49,129
5188,1848-12-06,7,29,99
5189,1848-12-07,8,40,120
5190,1848-12-08,5,37,87
5191,1848-12-09,6,45,105
5192,1848-12-10,7,43,113
5193,1848-12-11,9,39,129
5194,1848-12-12,10,42,142
5195,1848-12-13,10,37,137
5196,1848-12-14,8,47,127
5197,1848-12-17,7,34,104
5198,1848-12-18,9,53,143
5199,1848-12-20,9,45,135
5200,1848-12-21,8,42,122
5201,1848-12-23,10,72,172
5202,1848-12-24,10,50,150
5203,1848-12-25,9,43,133
5204,1848-12-26,11,57,167
5205,1848-12-27,9,37,127
5206,1848-12-28,9,51,141
5207,1848-12-29,10,92,192
5208,1848-12-30,9,88,178
5209,1849-01-01,8,42,122
5210,1849-01-03,9,54,144
5211,1849-01-04,10,49,149
5212,1849-01-08,9,35,125
5213,1849-01-09,8,30,110
5214,1849-01-12,7,52,122
5215,1849-01-17,10,46,146
5216,1849-01-18,8,32,112
5217,1849-01-19,11,42,152
5218,1849-01-21,12,56,176
5219,1849-01-26,9,47,137
5220,1849-01-27,9,50,140
5221,1849-01-29,9,59,149
5222,1849-02-01,2,7,27
5223,1849-02-02,9,56,146
5224,1849-02-03,6,34,94
5225,1849-02-07,8,18,98
5226,1849-02-11,9,55,145
5227,1849-02-14,9,17,107
5228,1849-02-15,2,2,22
5229,1849-02-17,11,22,132
5230,1849-02-18,11,32,142
5231,1849-02-20,9,44,134
5232,1849-02-21,10,26,126
5233,1849-02-22,9,41,131
5234,1849-02-24,8,36,116
5235,1849-02-26,8,53,133
5236,1849-02-27,7,30,100
5237,1849-02-28,7,57,127
5238,1849-03-04,7,27,97
5239,1849-03-05,7,29,99
5240,1849-03-06,7,20,90
5241,1849-03-09,6,36,96
5242,1849-03-10,6,22,82
5243,1849-03-11,6,17,77
5244,1849-03-14,7,33,103
5245,1849-03-15,6,32,92
5246,1849-03-18,7,38,108
5247,1849-03-19,6,25,85
5248,1849-03-29,8,32,112
5249,1849-03-30,9,39,129
5250,1849-03-31,10,66,166
5251,1849-04-02,8,49,129
5252,1849-04-03,10,71,171
5253,1849-04-04,12,58,178
5254,1849-04-05,9,43,133
5255,1849-04-06,9,49,139
5256,1849-04-07,8,38,118
5257,1849-04-08,9,35,125
5258,1849-04-13,2,6,26
5259,1849-04-14,5,23,73
5260,1849-04-16,2,2,22
5261,1849-04-17,5,17,67
5262,1849-04-18,6,15,75
5263,1849-04-19,6,21,81
5264,1849-04-20,6,21,81
5265,1849-04-23,5,20,70
5266,1849-04-24,7,15,85
5267,1849-04-25,5,28,78
5268,1849-04-26,5,28,78
5269,1849-04-27,4,36,76
5270,1849-04-28,4,36,76
5271,1849-05-02,4,57,97
5272,1849-05-03,4,62,102
5273,1849-05-04,6,48,108
5274,1849-05-05,5,53,103
5275,1849-05-06,6,34,94
5276,1849-05-07,5,38,88
5277,1849-05-13,2,12,32
5278,1849-05-14,5,16,66
5279,1849-05-16,4,46,86
5280,1849-05-18,3,36,66
5281,1849-05-19,2,25,45
5282,1849-05-20,3,30,60
5283,1849-05-21,3,46,76
5284,1849-05-22,3,38,68
5285,1849-05-23,4,28,68
5286,1849-05-25,6,13,73
5287,1849-05-26,5,14,64
5288,1849-05-27,4,17,57
5289,1849-05-28,6,27,87
5290,1849-05-29,5,53,103
5291,1849-05-30,5,26,76
5292,1849-05-31,5,32,82
5293,1849-06-01,5,32,82
5294,1849-06-02,4,41,81
5295,1849-06-03,5,34,84
5296,1849-06-04,4,33,73
5297,1849-06-05,4,24,64
5298,1849-06-06,5,24,74
5299,1849-06-07,4,23,63
5300,1849-06-08,5,24,74
5301,1849-06-10,3,11,41
5302,1849-06-12,4,6,46
5303,1849-06-13,5,19,69
5304,1849-06-14,6,23,83
5305,1849-06-15,6,21,81
5306,1849-06-18,2,15,35
5307,1849-06-19,2,20,40
5308,1849-06-21,4,38,78
5309,1849-06-22,3,37,67
5310,1849-06-27,2,7,27
5311,1849-06-28,2,10,30
5312,1849-06-29,2,12,32
5313,1849-06-30,4,16,56
5314,1849-07-01,4,15,55
5315,1849-07-02,4,17,57
5316,1849-07-03,5,31,81
5317,1849-07-06,5,36,86
5318,1849-07-07,6,51,111
5319,1849-07-08,6,53,113
5320,1849-07-09,8,63,143
5321,1849-07-10,8,37,117
5322,1849-07-11,5,19,69
5323,1849-07-12,6,35,95
5324,1849-07-13,4,27,67
5325,1849-07-14,3,23,53
5326,1849-07-15,3,41,71
5327,1849-07-17,5,21,71
5328,1849-07-19,5,14,64
5329,1849-07-20,4,9,49
5330,1849-07-21,6,12,72
5331,1849-07-23,4,14,54
5332,1849-07-26,5,5,55
5333,1849-07-28,6,18,78
5334,1849-07-29,6,16,76
5335,1849-07-30,4,17,57
5336,1849-07-31,4,6,46
5337,1849-08-01,4,12,52
5338,1849-08-02,5,11,61
5339,1849-08-03,5,13,63
5340,1849-08-04,4,8,48
5341,1849-08-07,3,8,38
5342,1849-08-08,2,13,33
5343,1849-08-09,4,26,66
5344,1849-08-10,4,17,57
5345,1849-08-11,5,31,81
5346,1849-08-12,6,24,84
5347,1849-08-13,5,22,72
5348,1849-08-14,6,15,75
5349,1849-08-15,6,21,81
5350,1849-08-16,7,22,92
5351,1849-08-18,5,23,73
5352,1849-08-19,5,23,73
5353,1849-08-20,5,14,64
5354,1849-08-21,5,12,62
5355,1849-08-22,2,5,25
5356,1849-08-23,4,7,47
5357,1849-08-24,3,5,35
5358,1849-08-25,2,5,25
5359,1849-08-26,4,11,51
5360,1849-08-27,4,12,52
5361,1849-08-29,3,20,50
5362,1849-08-30,4,21,61
5363,1849-08-31,6,27,87
5364,1849-09-01,6,42,102
5365,1849-09-02,5,35,85
5366,1849-09-03,5,35,85
5367,1849-09-04,3,17,47
5368,1849-09-05,6,30,90
5369,1849-09-06,6,37,97
5370,1849-09-07,5,26,76
5371,1849-09-08,5,36,86
5372,1849-09-09,5,35,85
5373,1849-09-10,6,25,85
5374,1849-09-13,4,39,79
5375,1849-09-14,4,28,68
5376,1849-09-15,6,31,91
5377,1849-09-16,5,28,78
5378,1849-09-17,5,16,66
5379,1849-09-19,3,10,40
5380,1849-09-20,3,16,46
5381,1849-09-21,5,25,75
5382,1849-09-22,7,10,80
5383,1849-09-23,6,25,85
5384,1849-09-24,6,18,78
5385,1849-09-25,5,21,71
5386,1849-09-30,5,11,61
5387,1849-10-02,7,14,84
5388,1849-10-03,6,32,92
5389,1849-10-04,5,24,74
5390,1849-10-05,5,31,81
5391,1849-10-07,3,19,49
5392,1849-10-08,5,26,76
5393,1849-10-10,4,21,61
5394,1849-10-11,2,12,32
5395,1849-10-14,4,19,59
5396,1849-10-18,4,23,63
5397,1849-10-19,4,28,68
5398,1849-10-20,4,28,68
5399,1849-10-21,4,31,71
5400,1849-10-22,5,33,83
5401,1849-10-23,6,22,82
5402,1849-10-24,7,28,98
5403,1849-10-25,5,31,81
5404,1849-10-27,4,27,67
5405,1849-10-29,6,44,104
5406,1849-10-31,7,30,100
5407,1849-11-01,7,47,117
5408,1849-11-02,6,45,105
5409,1849-11-03,6,31,91
5410,1849-11-04,4,29,69
5411,1849-11-05,2,20,40
5412,1849-11-06,4,22,62
5413,1849-11-07,4,15,55
5414,1849-11-10,7,33,103
5415,1849-11-12,4,13,53
5416,1849-11-13,5,18,68
5417,1849-11-14,2,11,31
5418,1849-11-15,4,12,52
5419,1849-11-16,4,27,67
5420,1849-11-19,5,38,88
5421,1849-11-22,4,59,99
5422,1849-11-26,6,35,95
5423,1849-11-27,6,66,126
5424,1849-11-28,8,60,140
5425,1849-12-03,5,11,61
5426,1849-12-04,5,24,74
5427,1849-12-05,4,13,53
5428,1849-12-06,4,24,64
5429,1849-12-12,2,20,40
5430,1849-12-13,2,13,33
5431,1849-12-14,2,12,32
5432,1849-12-20,6,21,81
5433,1849-12-23,5,30,80
5434,1849-12-28,6,32,92
5435,1849-12-29,6,37,97
5436,1850-01-06,7,29,99
5437,1850-01-12,5,17,67
5438,1850-01-13,5,19,69
5439,1850-01-20,4,21,61
5440,1850-01-22,6,17,77
5441,1850-01-27,5,22,72
5442,1850-01-28,6,22,82
5443,1850-01-29,6,21,81
5444,1850-01-30,3,12,42
5445,1850-01-31,4,18,58
5446,1850-02-02,1,4,14
5447,1850-02-03,4,20,60
5448,1850-02-04,3,41,71
5449,1850-02-05,3,29,59
5450,1850-02-06,3,29,59
5451,1850-02-08,2,22,42
5452,1850-02-09,6,37,97
5453,1850-02-10,6,60,120
5454,1850-02-11,6,38,98
5455,1850-02-19,5,15,65
5456,1850-02-22,4,21,61
5457,1850-02-23,5,32,82
5458,1850-02-26,6,15,75
5459,1850-02-27,5,14,64
5460,1850-02-28,6,17,77
5461,1850-03-01,5,29,79
5462,1850-03-03,5,32,82
5463,1850-03-04,5,20,70
5464,1850-03-05,5,29,79
5465,1850-03-09,6,17,77
5466,1850-03-10,6,32,92
5467,1850-03-11,5,31,81
5468,1850-03-12,5,20,70
5469,1850-03-15,5,27,77
5470,1850-03-16,4,20,60
5471,1850-03-17,3,17,47
5472,1850-03-18,4,11,51
5473,1850-03-19,4,13,53
5474,1850-03-21,4,25,65
5475,1850-03-22,4,14,54
5476,1850-03-24,5,9,59
5477,1850-03-25,4,6,46
5478,1850-03-26,3,10,40
5479,1850-03-27,5,25,75
5480,1850-03-28,5,29,79
5481,1850-03-30,3,10,40
5482,1850-03-31,4,14,54
5483,1850-04-01,5,14,64
5484,1850-04-02,5,14,64
5485,1850-04-05,2,6,26
5486,1850-04-06,1,3,13
5487,1850-04-08,3,10,40
5488,1850-04-09,3,6,36
5489,1850-04-12,5,22,72
5490,1850-04-13,4,35,75
5491,1850-04-14,7,46,116
5492,1850-04-15,6,41,101
5493,1850-04-17,7,42,112
5494,1850-04-18,6,31,91
5495,1850-04-19,5,25,75
5496,1850-04-20,5,17,67
5497,1850-04-23,3,12,42
5498,1850-04-26,2,4,24
5499,1850-04-28,3,7,37
5500,1850-04-30,3,8,38
5501,1850-05-02,1,5,15
5502,1850-05-03,1,4,14
5503,1850-05-04,3,9,39
5504,1850-05-05,3,5,35
5505,1850-05-08,6,23,83
5506,1850-05-10,5,15,65
5507,1850-05-11,8,25,105
5508,1850-05-12,6,17,77
5509,1850-05-13,5,17,67
5510,1850-05-15,5,7,57
5511,1850-05-17,2,10,30
5512,1850-05-19,3,18,48
5513,1850-05-20,3,25,55
5514,1850-05-21,4,16,56
5515,1850-05-22,6,23,83
5516,1850-05-23,4,18,58
5517,1850-05-24,5,20,70
5518,1850-05-27,3,12,42
5519,1850-05-28,5,18,68
5520,1850-05-29,6,21,81
5521,1850-05-30,6,23,83
5522,1850-05-31,5,18,68
5523,1850-06-01,6,23,83
5524,1850-06-03,1,1,11
5525,1850-06-05,4,25,65
5526,1850-06-06,6,25,85
5527,1850-06-07,7,24,94
5528,1850-06-08,7,29,99
5529,1850-06-09,9,41,131
5530,1850-06-10,8,32,112
5531,1850-06-11,9,27,117
5532,1850-06-12,10,24,124
5533,1850-06-13,6,16,76
5534,1850-06-14,7,18,88
5535,1850-06-16,7,30,100
5536,1850-06-19,5,22,72
5537,1850-06-20,6,26,86
5538,1850-06-21,4,28,68
5539,1850-06-22,3,12,42
5540,1850-06-23,4,16,56
5541,1850-06-24,6,25,85
5542,1850-06-25,6,22,82
5543,1850-06-26,6,30,90
5544,1850-06-28,3,8,38
5545,1850-06-30,3,3,33
5546,1850-07-01,4,16,56
5547,1850-07-02,4,18,58
5548,1850-07-03,3,18,48
5549,1850-07-05,5,12,62
5550,1850-07-06,6,19,79
5551,1850-07-07,3,11,41
5552,1850-07-08,3,12,42
5553,1850-07-09,6,34,94
5554,1850-07-10,4,51,91
5555,1850-07-11,4,43,83
5556,1850-07-13,6,45,105
5557,1850-07-14,6,81,141
5558,1850-07-15,5,38,88
5559,1850-07-16,5,29,79
5560,1850-07-17,5,18,68
5561,1850-07-18,4,11,51
5562,1850-07-19,3,8,38
5563,1850-07-21,2,5,25
5564,1850-07-22,1,5,15
5565,1850-07-24,0,0,0
5566,1850-07-25,0,0,0
5567,1850-07-26,2,7,27
5568,1850-07-27,2,5,25
5569,1850-07-28,1,3,13
5570,1850-07-29,3,12,42
5571,1850-07-30,2,9,29
5572,1850-07-31,4,9,49
5573,1850-08-01,3,21,51
5574,1850-08-02,3,17,47
5575,1850-08-03,4,27,67
5576,1850-08-04,4,24,64
5577,1850-08-05,6,26,86
5578,1850-08-06,6,20,80
5579,1850-08-07,4,12,52
5580,1850-08-09,3,15,45
5581,1850-08-10,4,14,54
5582,1850-08-11,4,20,60
5583,1850-08-12,3,14,44
5584,1850-08-13,4,23,63
5585,1850-08-14,4,24,64
5586,1850-08-15,4,20,60
5587,1850-08-16,4,13,53
5588,1850-08-17,4,12,52
5589,1850-08-18,4,28,68
5590,1850-08-19,3,25,55
5591,1850-08-20,3,29,59
5592,1850-08-21,3,29,59
5593,1850-08-23,4,23,63
5594,1850-08-25,4,19,59
5595,1850-08-27,6,17,77
5596,1850-08-28,5,13,63
5597,1850-08-29,4,18,58
5598,1850-08-30,4,15,55
5599,1850-08-31,6,17,77
5600,1850-09-02,5,29,79
5601,1850-09-03,5,23,73
5602,1850-09-04,6,52,112
5603,1850-09-05,5,34,84
5604,1850-09-06,2,35,55
5605,1850-09-07,3,50,80
5606,1850-09-08,4,22,62
5607,1850-09-09,5,39,89
5608,1850-09-10,4,20,60
5609,1850-09-11,5,24,74
5610,1850-09-12,6,21,81
