,Date,Group,Spot,SN
3359,1841-09-08,2,2,22
3360,1841-09-09,2,2,22
3361,1841-09-10,2,6,26
3362,1841-09-11,2,3,23
3363,1841-09-12,2,5,25
3364,1841-09-13,2,3,23
3365,1841-09-14,2,3,23
3366,1841-09-15,3,6,36
3367,1841-09-16,4,6,46
3368,1841-09-17,3,14,44
3369,1841-09-18,4,30,70
3370,1841-09-19,4,31,71
3371,1841-09-20,3,28,58
3372,1841-09-21,2,18,38
3373,1841-09-22,2,21,41
3374,1841-09-23,2,8,28
3375,1841-09-24,2,6,26
3376,1841-09-27,1,2,12
3377,1841-09-28,0,0,0
3378,1841-09-29,1,1,11
3379,1841-09-30,1,8,18
3380,1841-10-01,1,12,22
3381,1841-10-02,1,7,17
3382,1841-10-07,3,9,39
3383,1841-10-11,3,23,53
3384,1841-10-12,3,10,40
3385,1841-10-16,2,4,24
3386,1841-10-17,1,2,12
3387,1841-10-18,1,2,12
3388,1841-10-20,1,1,11
3389,1841-10-22,1,9,19
3390,1841-10-23,1,8,18
3391,1841-10-26,1,4,14
3392,1841-10-27,1,1,11
3393,1841-10-28,2,12,32
3394,1841-10-30,1,3,13
3395,1841-11-03,1,15,25
3396,1841-11-04,1,11,21
3397,1841-11-05,1,7,17
3398,1841-11-07,1,11,21
3399,1841-11-08,2,6,26
3400,1841-11-09,2,3,23
3401,1841-11-11,1,2,12
3402,1841-11-12,1,1,11
3403,1841-11-13,1,1,11
3404,1841-11-14,1,1,11
3405,1841-11-15,1,1,11
3406,1841-11-16,1,1,11
3407,1841-11-17,1,1,11
3408,1841-11-19,0,0,0
3409,1841-11-20,1,3,13
3410,1841-11-21,2,10,30
3411,1841-11-23,0,0,0
3412,1841-11-25,1,1,11
3413,1841-11-27,2,10,30
3414,1841-12-01,3,6,36
3415,1841-12-02,5,26,76
3416,1841-12-03,4,6,46
3417,1841-12-04,5,23,73
3418,1841-12-05,5,17,67
3419,1841-12-07,4,9,49
3420,1841-12-08,2,3,23
3421,1841-12-12,1,5,15
3422,1841-12-15,1,8,18
3423,1841-12-16,1,2,12
3424,1841-12-20,0,0,0
3425,1841-12-23,3,17,47
3426,1841-12-25,1,11,21
3427,1841-12-26,1,15,25
3428,1841-12-27,1,14,24
3429,1841-12-28,1,11,21
3430,1842-01-03,0,0,0
3431,1842-01-07,0,0,0
3432,1842-01-08,0,0,0
3433,1842-01-09,0,0,0
3434,1842-01-12,1,5,15
3435,1842-01-14,1,8,18
3436,1842-01-15,2,13,33
3437,1842-01-16,2,7,27
3438,1842-01-17,2,7,27
3439,1842-01-18,4,15,55
3440,1842-01-19,4,7,47
3441,1842-01-22,3,12,42
3442,1842-01-25,1,3,13
3443,1842-01-26,1,6,16
3444,1842-01-27,0,0,0
3445,1842-01-28,0,0,0
3446,1842-01-29,0,0,0
3447,1842-01-31,0,0,0
3448,1842-02-05,0,0,0
3449,1842-02-06,2,13,33
3450,1842-02-07,2,12,32
3451,1842-02-08,2,21,41
3452,1842-02-09,2,14,34
3453,1842-02-10,2,17,37
3454,1842-02-11,2,18,38
3455,1842-02-12,2,16,36
3456,1842-02-13,1,11,21
3457,1842-02-15,2,14,34
3458,1842-02-17,1,5,15
3459,1842-02-20,1,4,14
3460,1842-02-21,1,6,16
3461,1842-02-22,1,7,17
3462,1842-02-23,0,0,0
3463,1842-02-24,0,0,0
3464,1842-02-25,0,0,0
3465,1842-02-26,0,0,0
3466,1842-02-27,0,0,0
3467,1842-02-28,0,0,0
3468,1842-03-01,0,0,0
3469,1842-03-02,0,0,0
3470,1842-03-03,2,6,26
3471,1842-03-05,2,8,28
3472,1842-03-06,2,15,35
3473,1842-03-07,2,16,36
3474,1842-03-08,2,25,45
3475,1842-03-11,2,7,27
3476,1842-03-12,2,15,35
3477,1842-03-15,2,21,41
3478,1842-03-18,1,4,14
3479,1842-03-19,1,3,13
3480,1842-03-20,1,3,13
3481,1842-03-21,2,4,24
3482,1842-03-22,0,0,0
3483,1842-03-23,0,0,0
3484,1842-03-24,0,0,0
3485,1842-03-25,1,1,11
3486,1842-03-26,0,0,0
3487,1842-03-27,1,2,12
3488,1842-03-28,1,1,11
3489,1842-03-29,0,0,0
3490,1842-03-30,0,0,0
3491,1842-03-31,0,0,0
3492,1842-04-01,0,0,0
3493,1842-04-02,0,0,0
3494,1842-04-03,0,0,0
3495,1842-04-05,0,0,0
3496,1842-04-06,1,5,15
3497,1842-04-07,1,7,17
3498,1842-04-10,2,12,32
3499,1842-04-11,3,21,51
3500,1842-04-13,3,14,44
3501,1842-04-14,2,11,31
3502,1842-04-17,2,9,29
3503,1842-04-18,1,14,24
3504,1842-04-20,2,11,31
3505,1842-04-21,2,10,30
3506,1842-04-22,2,7,27
3507,1842-04-23,2,7,27
3508,1842-04-24,1,9,19
3509,1842-04-25,1,6,16
3510,1842-04-26,1,10,20
3511,1842-04-27,1,3,13
3512,1842-04-28,1,1,11
3513,1842-04-29,2,10,30
3514,1842-04-30,1,6,16
3515,1842-05-01,1,6,16
3516,1842-05-02,1,6,16
3517,1842-05-03,1,3,13
3518,1842-05-04,0,0,0
3519,1842-05-05,1,7,17
3520,1842-05-06,3,13,43
3521,1842-05-07,3,9,39
3522,1842-05-08,4,15,55
3523,1842-05-09,4,19,59
3524,1842-05-10,3,10,40
3525,1842-05-11,4,13,53
3526,1842-05-12,2,7,27
3527,1842-05-13,1,2,12
3528,1842-05-14,1,5,15
3529,1842-05-15,1,7,17
3530,1842-05-16,1,13,23
3531,1842-05-18,2,17,37
3532,1842-05-19,1,2,12
3533,1842-05-20,0,0,0
3534,1842-05-21,0,0,0
3535,1842-05-22,0,0,0
3536,1842-05-23,0,0,0
3537,1842-05-24,0,0,0
3538,1842-05-25,1,5,15
3539,1842-05-26,1,7,17
3540,1842-05-27,1,7,17
3541,1842-05-28,3,13,43
3542,1842-05-29,2,3,23
3543,1842-05-30,1,1,11
3544,1842-05-31,1,2,12
3545,1842-06-01,1,1,11
3546,1842-06-02,1,3,13
3547,1842-06-03,1,5,15
3548,1842-06-04,1,6,16
3549,1842-06-05,1,5,15
3550,1842-06-07,1,1,11
3551,1842-06-08,1,1,11
3552,1842-06-09,1,2,12
3553,1842-06-10,2,5,25
3554,1842-06-11,1,5,15
3555,1842-06-12,1,9,19
3556,1842-06-13,1,7,17
3557,1842-06-14,1,5,15
3558,1842-06-15,1,7,17
3559,1842-06-17,2,5,25
3560,1842-06-18,2,8,28
3561,1842-06-19,2,3,23
3562,1842-06-20,2,3,23
3563,1842-06-21,1,1,11
3564,1842-06-22,2,10,30
3565,1842-06-23,0,0,0
3566,1842-06-24,0,0,0
3567,1842-06-25,1,5,15
3568,1842-06-26,1,5,15
3569,1842-06-27,1,6,16
3570,1842-06-28,1,9,19
3571,1842-06-29,1,11,21
3572,1842-06-30,1,12,22
3573,1842-07-02,1,12,22
3574,1842-07-03,1,10,20
3575,1842-07-04,1,10,20
3576,1842-07-05,1,8,18
3577,1842-07-06,1,15,25
3578,1842-07-07,1,1,11
3579,1842-07-08,0,0,0
3580,1842-07-09,0,0,0
3581,1842-07-10,0,0,0
3582,1842-07-11,0,0,0
3583,1842-07-12,0,0,0
3584,1842-07-13,0,0,0
3585,1842-07-14,0,0,0
3586,1842-07-15,0,0,0
3587,1842-07-16,0,0,0
3588,1842-07-17,0,0,0
3589,1842-07-18,0,0,0
3590,1842-07-19,0,0,0
3591,1842-07-20,0,0,0
3592,1842-07-21,0,0,0
3593,1842-07-22,0,0,0
3594,1842-07-23,0,0,0
3595,1842-07-24,0,0,0
3596,1842-07-25,1,7,17
3597,1842-07-26,2,7,27
3598,1842-07-27,3,15,45
3599,1842-07-28,1,8,18
3600,1842-07-30,2,12,32
3601,1842-08-01,1,2,12
3602,1842-08-02,2,9,29
3603,1842-08-03,2,5,25
3604,1842-08-04,1,6,16
3605,1842-08-05,2,5,25
3606,1842-08-06,2,3,23
3607,1842-08-07,2,6,26
3608,1842-08-08,1,7,17
3609,1842-08-09,1,3,13
3610,1842-08-10,1,3,13
3611,1842-08-11,2,11,31
3612,1842-08-12,2,10,30
3613,1842-08-13,2,14,34
3614,1842-08-14,2,13,33
3615,1842-08-15,2,14,34
3616,1842-08-16,2,13,33
3617,1842-08-17,2,12,32
3618,1842-08-18,2,14,34
3619,1842-08-19,2,12,32
3620,1842-08-21,2,7,27
3621,1842-08-22,1,2,12
3622,1842-08-23,0,0,0
3623,1842-08-24,0,0,0
3624,1842-08-25,0,0,0
3625,1842-08-26,1,6,16
3626,1842-08-27,1,6,16
3627,1842-08-28,1,6,16
3628,1842-08-29,1,8,18
3629,1842-08-30,2,11,31
3630,1842-08-31,2,2,22
3631,1842-09-01,2,4,24
3632,1842-09-02,2,5,25
3633,1842-09-03,2,5,25
3634,1842-09-04,2,4,24
3635,1842-09-05,2,2,22
3636,1842-09-06,2,3,23
3637,1842-09-07,3,10,40
3638,1842-09-08,1,3,13
3639,1842-09-09,1,1,11
3640,1842-09-11,1,10,20
3641,1842-09-12,1,8,18
3642,1842-09-13,1,8,18
3643,1842-09-14,1,7,17
3644,1842-09-15,1,5,15
3645,1842-09-17,0,0,0
3646,1842-09-18,0,0,0
3647,1842-09-19,0,0,0
3648,1842-09-20,1,4,14
3649,1842-09-22,2,10,30
3650,1842-09-24,1,4,14
3651,1842-09-25,1,2,12
3652,1842-09-26,0,0,0
3653,1842-09-27,0,0,0
3654,1842-09-28,0,0,0
3655,1842-09-29,1,4,14
3656,1842-10-02,2,11,31
3657,1842-10-03,2,8,28
3658,1842-10-04,3,20,50
3659,1842-10-05,2,9,29
3660,1842-10-06,3,10,40
3661,1842-10-08,3,11,41
3662,1842-10-10,1,1,11
3663,1842-10-13,2,2,22
3664,1842-10-15,3,9,39
3665,1842-10-18,3,6,36
3666,1842-10-20,3,4,34
3667,1842-10-24,2,3,23
3668,1842-10-27,2,6,26
3669,1842-10-28,2,6,26
3670,1842-10-29,2,8,28
3671,1842-11-02,2,9,29
3672,1842-11-03,1,6,16
3673,1842-11-04,1,3,13
3674,1842-11-05,2,12,32
3675,1842-11-07,2,9,29
3676,1842-11-08,2,12,32
3677,1842-11-10,3,17,47
3678,1842-11-11,3,17,47
3679,1842-11-12,3,7,37
3680,1842-11-13,3,32,62
3681,1842-11-14,3,20,50
3682,1842-11-15,3,6,36
3683,1842-11-17,5,18,68
3684,1842-11-18,5,9,59
3685,1842-11-19,3,3,33
3686,1842-11-21,1,2,12
3687,1842-11-22,1,3,13
3688,1842-11-23,2,8,28
3689,1842-11-24,1,10,20
3690,1842-11-25,2,6,26
3691,1842-11-26,2,8,28
3692,1842-11-27,2,9,29
3693,1842-11-29,1,1,11
3694,1842-12-01,0,0,0
3695,1842-12-02,0,0,0
3696,1842-12-03,1,2,12
3697,1842-12-05,2,2,22
3698,1842-12-11,3,7,37
3699,1842-12-12,2,7,27
3700,1842-12-15,1,4,14
3701,1842-12-16,1,5,15
3702,1842-12-18,1,3,13
3703,1842-12-19,1,1,11
3704,1842-12-23,1,2,12
3705,1842-12-25,1,1,11
3706,1842-12-26,1,1,11
3707,1842-12-27,1,1,11
3708,1842-12-29,2,9,29
3709,1843-01-01,0,0,0
3710,1843-01-02,0,0,0
3711,1843-01-03,1,2,12
3712,1843-01-04,0,0,0
3713,1843-01-05,0,0,0
3714,1843-01-09,1,13,23
3715,1843-01-11,1,10,20
3716,1843-01-12,1,7,17
3717,1843-01-13,2,9,29
3718,1843-01-14,2,18,38
3719,1843-01-16,2,4,24
3720,1843-01-18,1,8,18
3721,1843-01-19,1,3,13
3722,1843-01-21,1,2,12
3723,1843-01-23,1,8,18
3724,1843-01-24,1,1,11
3725,1843-01-25,1,1,11
3726,1843-01-27,0,0,0
3727,1843-01-28,0,0,0
3728,1843-01-29,0,0,0
3729,1843-01-31,0,0,0
3730,1843-02-01,0,0,0
3731,1843-02-02,0,0,0
3732,1843-02-03,0,0,0
3733,1843-02-04,0,0,0
3734,1843-02-05,1,2,12
3735,1843-02-11,1,3,13
3736,1843-02-13,0,0,0
3737,1843-02-15,0,0,0
3738,1843-02-16,0,0,0
3739,1843-02-17,0,0,0
3740,1843-02-23,0,0,0
3741,1843-02-27,0,0,0
3742,1843-03-02,2,5,25
3743,1843-03-03,2,4,24
3744,1843-03-04,2,4,24
3745,1843-03-05,2,2,22
3746,1843-03-06,1,5,15
3747,1843-03-07,1,2,12
3748,1843-03-08,1,2,12
3749,1843-03-09,1,3,13
3750,1843-03-13,0,0,0
3751,1843-03-14,0,0,0
3752,1843-03-15,0,0,0
3753,1843-03-16,0,0,0
3754,1843-03-17,0,0,0
3755,1843-03-18,0,0,0
3756,1843-03-19,0,0,0
3757,1843-03-20,0,0,0
3758,1843-03-21,0,0,0
3759,1843-03-22,0,0,0
3760,1843-03-23,0,0,0
3761,1843-03-24,0,0,0
3762,1843-03-25,0,0,0
3763,1843-03-26,0,0,0
3764,1843-03-27,0,0,0
3765,1843-03-28,1,2,12
3766,1843-03-29,1,2,12
3767,1843-03-30,1,5,15
3768,1843-03-31,0,0,0
3769,1843-04-01,0,0,0
3770,1843-04-02,0,0,0
3771,1843-04-03,0,0,0
3772,1843-04-04,0,0,0
3773,1843-04-05,0,0,0
3774,1843-04-06,1,7,17
3775,1843-04-08,0,0,0
3776,1843-04-09,0,0,0
3777,1843-04-10,0,0,0
3778,1843-04-11,0,0,0
3779,1843-04-12,1,2,12
3780,1843-04-13,1,5,15
3781,1843-04-14,0,0,0
3782,1843-04-15,0,0,0
3783,1843-04-16,1,2,12
3784,1843-04-18,1,2,12
3785,1843-04-19,1,2,12
3786,1843-04-20,1,1,11
3787,1843-04-21,1,3,13
3788,1843-04-23,0,0,0
3789,1843-04-24,0,0,0
3790,1843-04-25,1,1,11
3791,1843-04-27,1,5,15
3792,1843-04-28,1,11,21
3793,1843-04-29,1,14,24
3794,1843-04-30,1,10,20
3795,1843-05-01,1,21,31
3796,1843-05-02,2,13,33
3797,1843-05-03,2,12,32
3798,1843-05-04,2,16,36
3799,1843-05-05,1,7,17
3800,1843-05-06,1,10,20
3801,1843-05-08,1,3,13
3802,1843-05-09,1,7,17
3803,1843-05-10,0,0,0
3804,1843-05-11,0,0,0
3805,1843-05-12,0,0,0
3806,1843-05-13,0,0,0
3807,1843-05-14,0,0,0
3808,1843-05-15,1,8,18
3809,1843-05-16,1,6,16
3810,1843-05-17,1,8,18
3811,1843-05-20,0,0,0
3812,1843-05-21,0,0,0
3813,1843-05-22,0,0,0
3814,1843-05-23,1,7,17
3815,1843-05-24,1,12,22
3816,1843-05-25,1,11,21
3817,1843-05-27,1,16,26
3818,1843-05-29,1,10,20
3819,1843-05-30,1,16,26
3820,1843-05-31,1,17,27
3821,1843-06-01,1,12,22
3822,1843-06-02,1,5,15
3823,1843-06-04,1,1,11
3824,1843-06-06,0,0,0
3825,1843-06-07,0,0,0
3826,1843-06-08,0,0,0
3827,1843-06-09,0,0,0
3828,1843-06-10,0,0,0
3829,1843-06-11,0,0,0
3830,1843-06-12,0,0,0
3831,1843-06-13,1,2,12
3832,1843-06-14,1,2,12
3833,1843-06-15,0,0,0
3834,1843-06-16,0,0,0
3835,1843-06-17,0,0,0
3836,1843-06-18,0,0,0
3837,1843-06-19,1,10,20
3838,1843-06-24,1,5,15
3839,1843-06-25,1,3,13
3840,1843-06-26,1,1,11
3841,1843-06-27,1,2,12
3842,1843-06-28,0,0,0
3843,1843-06-29,0,0,0
3844,1843-06-30,1,3,13
3845,1843-07-01,1,5,15
3846,1843-07-04,1,4,14
3847,1843-07-05,1,8,18
3848,1843-07-06,0,0,0
3849,1843-07-07,0,0,0
3850,1843-07-08,0,0,0
3851,1843-07-09,1,3,13
3852,1843-07-10,1,6,16
3853,1843-07-11,0,0,0
3854,1843-07-12,0,0,0
3855,1843-07-13,1,7,17
3856,1843-07-14,1,6,16
3857,1843-07-15,2,8,28
3858,1843-07-17,0,0,0
3859,1843-07-18,0,0,0
3860,1843-07-19,0,0,0
3861,1843-07-20,0,0,0
3862,1843-07-21,0,0,0
3863,1843-07-22,0,0,0
3864,1843-07-23,0,0,0
3865,1843-07-24,0,0,0
3866,1843-07-25,1,3,13
3867,1843-07-26,1,4,14
3868,1843-07-27,1,7,17
3869,1843-07-29,1,1,11
3870,1843-07-30,1,1,11
3871,1843-07-31,1,2,12
3872,1843-08-01,1,1,11
3873,1843-08-02,1,2,12
3874,1843-08-03,1,1,11
3875,1843-08-04,1,1,11
3876,1843-08-05,1,2,12
3877,1843-08-06,0,0,0
3878,1843-08-07,0,0,0
3879,1843-08-08,0,0,0
3880,1843-08-09,0,0,0
3881,1843-08-10,0,0,0
3882,1843-08-11,0,0,0
3883,1843-08-12,0,0,0
3884,1843-08-13,0,0,0
3885,1843-08-14,0,0,0
3886,1843-08-15,0,0,0
3887,1843-08-16,0,0,0
3888,1843-08-17,0,0,0
3889,1843-08-18,0,0,0
3890,1843-08-19,0,0,0
3891,1843-08-20,0,0,0
3892,1843-08-21,1,1,11
3893,1843-08-22,1,6,16
3894,1843-08-23,2,12,32
3895,1843-08-25,1,5,15
3896,1843-08-26,1,2,12
3897,1843-08-27,2,5,25
3898,1843-08-30,2,2,22
3899,1843-08-31,2,2,22
3900,1843-09-01,1,1,11
3901,1843-09-02,0,0,0
3902,1843-09-03,0,0,0
3903,1843-09-04,0,0,0
3904,1843-09-05,0,0,0
3905,1843-09-06,0,0,0
3906,1843-09-07,1,1,11
3907,1843-09-09,0,0,0
3908,1843-09-10,0,0,0
3909,1843-09-11,0,0,0
3910,1843-09-12,0,0,0
3911,1843-09-13,0,0,0
3912,1843-09-14,0,0,0
3913,1843-09-15,0,0,0
3914,1843-09-16,0,0,0
3915,1843-09-17,0,0,0
3916,1843-09-18,0,0,0
3917,1843-09-19,0,0,0
3918,1843-09-20,0,0,0
3919,1843-09-21,1,5,15
3920,1843-09-23,0,0,0
3921,1843-09-24,1,3,13
3922,1843-09-25,1,3,13
3923,1843-09-26,1,1,11
3924,1843-09-27,0,0,0
3925,1843-09-28,0,0,0
3926,1843-09-29,0,0,0
3927,1843-09-30,0,0,0
3928,1843-10-01,0,0,0
3929,1843-10-03,1,1,11
3930,1843-10-04,1,1,11
3931,1843-10-05,1,1,11
3932,1843-10-06,1,6,16
3933,1843-10-08,1,3,13
3934,1843-10-09,1,6,16
3935,1843-10-10,2,6,26
3936,1843-10-12,0,0,0
3937,1843-10-13,0,0,0
3938,1843-10-14,0,0,0
3939,1843-10-15,0,0,0
3940,1843-10-16,0,0,0
3941,1843-10-17,0,0,0
3942,1843-10-18,0,0,0
3943,1843-10-19,0,0,0
3944,1843-10-20,0,0,0
3945,1843-10-21,0,0,0
3946,1843-10-22,0,0,0
3947,1843-10-23,0,0,0
3948,1843-10-24,0,0,0
3949,1843-10-25,0,0,0
3950,1843-10-26,0,0,0
3951,1843-10-27,0,0,0
3952,1843-10-28,0,0,0
3953,1843-10-29,0,0,0
3954,1843-10-30,0,0,0
3955,1843-10-31,0,0,0
3956,1843-11-01,1,2,12
3957,1843-11-02,1,2,12
3958,1843-11-03,1,2,12
3959,1843-11-04,2,3,23
3960,1843-11-07,1,2,12
3961,1843-11-09,1,1,11
3962,1843-11-10,1,4,14
3963,1843-11-11,1,2,12
3964,1843-11-13,1,6,16
3965,1843-11-14,1,5,15
3966,1843-11-15,0,0,0
3967,1843-11-16,1,1,11
3968,1843-11-18,1,6,16
3969,1843-11-19,2,14,34
3970,1843-11-20,1,8,18
3971,1843-11-21,1,1,11
3972,1843-11-23,2,9,29
3973,1843-11-26,2,2,22
3974,1843-11-27,1,1,11
3975,1843-11-28,0,0,0
3976,1843-11-29,1,2,12
3977,1843-12-02,2,12,32
3978,1843-12-06,2,13,33
3979,1843-12-09,1,11,21
3980,1843-12-10,0,0,0
3981,1843-12-12,0,0,0
3982,1843-12-13,0,0,0
3983,1843-12-14,0,0,0
3984,1843-12-15,0,0,0
3985,1843-12-16,0,0,0
3986,1843-12-17,0,0,0
3987,1843-12-18,0,0,0
3988,1843-12-19,0,0,0
3989,1844-01-01,1,1,11
3990,1844-01-02,1,2,12
3991,1844-01-03,1,1,11
3992,1844-01-04,1,2,12
3993,1844-01-05,0,0,0
3994,1844-01-06,0,0,0
3995,1844-01-07,0,0,0
3996,1844-01-08,0,0,0
3997,1844-01-09,0,0,0
3998,1844-01-10,0,0,0
3999,1844-01-11,1,4,14
4000,1844-01-12,1,3,13
4001,1844-01-13,1,4,14
4002,1844-01-14,1,1,11
4003,1844-01-15,1,1,11
4004,1844-01-16,1,2,12
4005,1844-01-20,1,1,11
4006,1844-01-23,2,2,22
4007,1844-01-24,0,0,0
4008,1844-01-26,0,0,0
4009,1844-01-27,0,0,0
4010,1844-01-28,0,0,0
4011,1844-01-29,1,8,18
4012,1844-01-30,1,11,21
4013,1844-02-01,1,12,22
4014,1844-02-03,1,8,18
4015,1844-02-05,2,6,26
4016,1844-02-06,1,3,13
4017,1844-02-07,1,4,14
4018,1844-02-09,1,1,11
4019,1844-02-10,1,1,11
4020,1844-02-11,0,0,0
4021,1844-02-12,0,0,0
4022,1844-02-13,1,2,12
4023,1844-02-17,0,0,0
4024,1844-02-18,0,0,0
4025,1844-02-19,0,0,0
4026,1844-02-20,2,11,31
4027,1844-02-21,2,6,26
4028,1844-02-23,2,4,24
4029,1844-02-25,2,7,27
4030,1844-02-29,1,3,13
4031,1844-03-02,0,0,0
4032,1844-03-03,0,0,0
4033,1844-03-04,1,1,11
4034,1844-03-07,1,3,13
4035,1844-03-09,1,5,15
4036,1844-03-12,1,3,13
4037,1844-03-14,1,4,14
4038,1844-03-15,1,7,17
4039,1844-03-16,1,6,16
4040,1844-03-17,1,7,17
4041,1844-03-18,1,1,11
4042,1844-03-19,1,1,11
4043,1844-03-21,1,1,11
4044,1844-03-22,1,4,14
4045,1844-03-24,1,4,14
4046,1844-03-25,2,8,28
4047,1844-03-26,2,6,26
4048,1844-03-29,0,0,0
4049,1844-03-30,0,0,0
4050,1844-03-31,0,0,0
4051,1844-04-01,0,0,0
4052,1844-04-02,0,0,0
4053,1844-04-03,0,0,0
4054,1844-04-04,0,0,0
4055,1844-04-05,0,0,0
4056,1844-04-06,0,0,0
4057,1844-04-07,1,1,11
4058,1844-04-08,1,1,11
4059,1844-04-09,1,1,11
4060,1844-04-11,1,2,12
4061,1844-04-13,1,5,15
4062,1844-04-15,0,0,0
4063,1844-04-16,1,5,15
4064,1844-04-17,1,2,12
4065,1844-04-18,3,13,43
4066,1844-04-19,3,17,47
4067,1844-04-20,2,17,37
4068,1844-04-21,2,13,33
4069,1844-04-22,1,6,16
4070,1844-04-23,1,8,18
4071,1844-04-24,2,14,34
4072,1844-04-25,2,12,32
4073,1844-04-26,1,5,15
4074,1844-04-27,2,13,33
4075,1844-04-28,2,6,26
4076,1844-04-29,1,4,14
4077,1844-04-30,1,6,16
4078,1844-05-01,1,3,13
4079,1844-05-02,1,5,15
4080,1844-05-04,1,2,12
4081,1844-05-05,1,2,12
4082,1844-05-07,1,2,12
4083,1844-05-08,1,1,11
4084,1844-05-09,1,1,11
4085,1844-05-11,0,0,0
4086,1844-05-12,0,0,0
4087,1844-05-13,0,0,0
4088,1844-05-14,0,0,0
4089,1844-05-15,0,0,0
4090,1844-05-16,0,0,0
4091,1844-05-17,1,9,19
4092,1844-05-18,1,5,15
4093,1844-05-19,1,5,15
4094,1844-05-20,1,6,16
4095,1844-05-22,1,3,13
4096,1844-05-23,1,2,12
4097,1844-05-24,1,1,11
4098,1844-05-25,1,1,11
4099,1844-05-26,1,2,12
4100,1844-05-30,1,3,13
4101,1844-05-31,1,2,12
4102,1844-06-01,2,5,25
4103,1844-06-02,1,3,13
4104,1844-06-03,0,0,0
4105,1844-06-04,0,0,0
4106,1844-06-05,0,0,0
4107,1844-06-06,0,0,0
4108,1844-06-07,0,0,0
4109,1844-06-08,0,0,0
4110,1844-06-09,0,0,0
4111,1844-06-10,0,0,0
4112,1844-06-11,0,0,0
4113,1844-06-12,0,0,0
4114,1844-06-13,0,0,0
4115,1844-06-14,0,0,0
4116,1844-06-15,0,0,0
4117,1844-06-16,0,0,0
4118,1844-06-17,0,0,0
4119,1844-06-18,0,0,0
4120,1844-06-19,0,0,0
4121,1844-06-20,0,0,0
4122,1844-06-21,0,0,0
4123,1844-06-22,0,0,0
4124,1844-06-23,0,0,0
4125,1844-06-24,1,1,11
4126,1844-06-27,0,0,0
4127,1844-06-28,0,0,0
4128,1844-06-29,1,1,11
4129,1844-06-30,1,4,14
4130,1844-07-01,1,1,11
4131,1844-07-04,1,3,13
4132,1844-07-05,1,3,13
4133,1844-07-06,2,5,25
4134,1844-07-07,2,8,28
4135,1844-07-08,2,12,32
4136,1844-07-09,2,14,34
4137,1844-07-10,2,14,34
4138,1844-07-12,1,9,19
4139,1844-07-13,1,6,16
4140,1844-07-14,0,0,0
4141,1844-07-15,0,0,0
4142,1844-07-16,0,0,0
4143,1844-07-17,0,0,0
4144,1844-07-18,0,0,0
4145,1844-07-19,0,0,0
4146,1844-07-20,0,0,0
4147,1844-07-22,1,3,13
4148,1844-07-23,0,0,0
4149,1844-07-24,0,0,0
4150,1844-07-25,0,0,0
4151,1844-07-26,1,1,11
4152,1844-07-28,3,7,37
4153,1844-07-29,3,17,47
4154,1844-07-31,4,22,62
4155,1844-08-01,4,20,60
4156,1844-08-02,3,13,43
4157,1844-08-03,3,21,51
4158,1844-08-05,3,17,47
4159,1844-08-06,3,12,42
4160,1844-08-07,2,8,28
4161,1844-08-08,2,5,25
4162,1844-08-09,2,4,24
4163,1844-08-10,1,1,11
4164,1844-08-12,0,0,0
4165,1844-08-13,0,0,0
4166,1844-08-14,0,0,0
4167,1844-08-15,0,0,0
4168,1844-08-17,1,4,14
4169,1844-08-18,1,9,19
4170,1844-08-22,1,10,20
4171,1844-08-23,1,7,17
4172,1844-08-24,1,6,16
4173,1844-08-26,1,7,17
4174,1844-08-27,1,2,12
4175,1844-08-28,0,0,0
4176,1844-08-29,0,0,0
4177,1844-08-30,0,0,0
4178,1844-08-31,0,0,0
4179,1844-09-01,0,0,0
4180,1844-09-02,0,0,0
4181,1844-09-03,0,0,0
4182,1844-09-04,0,0,0
4183,1844-09-05,0,0,0
4184,1844-09-06,0,0,0
4185,1844-09-07,0,0,0
4186,1844-09-08,0,0,0
4187,1844-09-09,0,0,0
4188,1844-09-10,1,5,15
4189,1844-09-11,1,8,18
4190,1844-09-12,1,8,18
4191,1844-09-13,1,8,18
4192,1844-09-15,2,5,25
4193,1844-09-17,2,6,26
4194,1844-09-18,2,3,23
4195,1844-09-19,0,0,0
4196,1844-09-21,0,0,0
4197,1844-09-22,0,0,0
4198,1844-09-23,0,0,0
4199,1844-09-24,0,0,0
4200,1844-09-25,0,0,0
4201,1844-09-26,0,0,0
4202,1844-09-27,0,0,0
4203,1844-09-28,0,0,0
4204,1844-09-29,0,0,0
4205,1844-09-30,0,0,0
4206,1844-10-01,0,0,0
4207,1844-10-02,0,0,0
4208,1844-10-03,0,0,0
4209,1844-10-04,0,0,0
4210,1844-10-05,1,1,11
4211,1844-10-08,1,7,17
4212,1844-10-09,1,6,16
4213,1844-10-10,3,7,37
4214,1844-10-12,3,16,46
4215,1844-10-13,4,21,61
4216,1844-10-16,3,14,44
4217,1844-10-17,2,20,40
4218,1844-10-20,2,11,31
4219,1844-10-21,1,6,16
4220,1844-10-22,1,4,14
4221,1844-10-23,1,4,14
4222,1844-10-24,1,1,11
4223,1844-10-26,1,2,12
4224,1844-10-27,0,0,0
4225,1844-10-28,0,0,0
4226,1844-10-29,0,0,0
4227,1844-10-30,0,0,0
4228,1844-10-31,0,0,0
4229,1844-11-01,0,0,0
4230,1844-11-02,0,0,0
4231,1844-11-04,1,4,14
4232,1844-11-07,0,0,0
